,make,model,year,body_type,mileage,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
964,BMW,Seria 2,2019.0,Monovolum,174000.0,Albastru,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (automat),Euro 6,13990.0
965,BMW,Seria 5,2022.0,Sedan,239000.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6c,23500.0
966,Peugeot,208,2019.0,Masina de oras,48000.0,Rosu,Benzina,1199.0,82.0,Manuala,Fata,Euro 6b,8300.0
967,BMW,X5,2018.0,SUV,33800.0,Alb,Diesel,2993.0,313.0,Automata,4x4 (automat),Euro 6b,37999.0
968,Dacia,Sandero Stepway,2021.0,SUV,140000.0,Alb,Benzina,999.0,90.0,Manuala,Fata,Euro 6,9890.54
969,Lexus,Seria RX,2023.0,SUV,50991.0,Verde,Hibrid,2487.0,250.0,Automata,4x4 (automat),Euro 6d-Temp,56496.36
970,Toyota,C-HR,2018.0,SUV,52000.0,Gri,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,18349.0
971,Ford,Mondeo,2017.0,Sedan,135000.0,Negru,Diesel,1997.0,150.0,Manuala,4x4 (automat),Euro 6,10700.0
972,BMW,Seria 5,2008.0,Combi,345000.0,Gri,Diesel,1995.0,177.0,Automata,Spate,Euro 4,5999.0
973,Renault,Megane,2013.0,Combi,228000.0,Alb,Diesel,1461.0,110.0,Manuala,Fata,Euro 5a,4200.0
974,Volkswagen,Golf,2019.0,Compacta,180000.0,Negru,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,10550.0
975,Volkswagen,Touareg,2018.0,SUV,219000.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,31500.0
976,Volkswagen,Golf,2021.0,Combi,166000.0,Gri,Diesel,1968.0,116.0,Automata,Fata,Euro 6d-Temp,15490.42
977,Ford,Transit Custom,2016.0,Monovolum,300000.0,Alb,Diesel,2196.0,155.0,Manuala,Fata,Euro 6,11979.0
978,Hyundai,Tucson,2021.0,SUV,175900.0,Rosu,Diesel,1598.0,136.0,Automata,Fata,Euro 6,19998.88
979,Mercedes-Benz,E,2019.0,Sedan,250000.0,Gri,Diesel,1950.0,194.0,Automata,Spate,Euro 6,18900.0
980,BMW,X5,2019.0,SUV,115300.0,Gri,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,47600.0
981,Skoda,Octavia,2019.0,Combi,226216.0,Alb,Benzina,999.0,116.0,Automata,Fata,Euro 6,10450.0
982,Lexus,UX,2021.0,SUV,31000.0,Argint,Hibrid,1987.0,152.0,Automata,Fata,Euro 6,37500.0
983,Mazda,2,2008.0,Masina de oras,243000.0,Rosu,Diesel,1399.0,68.0,Manuala,Fata,Euro 4,2100.0
984,Jaguar,E-Pace,2018.0,SUV,54000.0,Gri,Benzina,1997.0,249.0,Automata,4x4 (automat),Euro 6,22000.0
985,Mercedes-Benz,GLE,2021.0,SUV,135000.0,Alte culori,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 6d-Temp,62980.0
986,Renault,Megane,2022.0,Compacta,142200.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,11250.0
987,BMW,Seria 5,2013.0,Sedan,274000.0,Negru,Diesel,2993.0,313.0,Automata,4x4 (manual),Euro 6,12700.0
988,Nissan,Juke,2015.0,SUV,184511.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6790.0
989,Seat,Leon,2014.0,Compacta,41000.0,Alb,Benzina,1395.0,125.0,Manuala,Fata,Euro 6,10350.0
990,Peugeot,208,2018.0,Masina de oras,148000.0,Gri,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,6790.0
991,Ford,Focus,2016.0,Compacta,215000.0,Argint,Diesel,1560.0,115.0,Manuala,Fata,Euro 6,5600.0
992,BMW,Seria 3,2016.0,Sedan,152500.0,Negru,Benzina,1499.0,136.0,Automata,Spate,Euro 6,14800.0
993,Renault,Espace,2015.0,Monovolum,187700.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6,12290.0
994,BMW,X3,2021.0,SUV,156860.0,Negru,Diesel,2993.0,286.0,Automata,4x4 (automat),Euro 6,35997.5
995,Mercedes-Benz,Sprinter,2016.0,Monovolum,266688.0,Gri,Diesel,2143.0,163.0,Manuala,Spate,Euro 6b,14000.0
996,Peugeot,308,2023.0,Compacta,129000.0,Verde,Benzina,1199.0,130.0,Automata,Fata,Euro 6,15499.0
997,Volvo,XC 90,2017.0,SUV,163000.0,Gri,Diesel,1969.0,235.0,Automata,4x4 (automat),Euro 6,29850.0
998,Renault,Megane,2023.0,Sedan,87647.0,Alb,Benzina,1332.0,140.0,Manuala,Fata,Euro 6,14990.0
999,Audi,A6,2013.0,Sedan,272000.0,Negru,Diesel,2967.0,313.0,Automata,4x4 (automat),Euro 5,16000.0
1000,Opel,Corsa,2020.0,Compacta,185774.0,Gri,Diesel,1499.0,102.0,Manuala,Fata,Euro 6,8300.0
1001,BMW,Seria 5,2017.0,Compacta,125000.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,23000.0
1002,Audi,Q5,2020.0,SUV,199815.0,Albastru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,24550.0
1003,Mercedes-Benz,GLC,2020.0,SUV,94000.0,Alb,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6,38000.0
1004,Ford,Focus,2009.0,Combi,250000.0,Negru,Diesel,1997.0,136.0,Manuala,Fata,Euro 4,2600.0
1005,Peugeot,308,2011.0,Compacta,130928.0,Gri,Diesel,1560.0,112.0,Manuala,Fata,Euro 5,4200.0
1006,Mercedes-Benz,V,2019.0,Monovolum,154000.0,Negru,Diesel,1950.0,163.0,Automata,Spate,Euro 6,36000.0
1007,BMW,X1,2020.0,SUV,215000.0,Gri,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (automat),Euro 6d-Temp,18350.0
1008,Renault,Megane,2012.0,Masina mica,240000.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,4800.0
1009,Seat,Altea XL,2015.0,Monovolum,230000.0,Alb,Benzina + GPL,1600.0,102.0,Manuala,Fata,Euro 5,3900.0
1010,Dacia,Logan,2014.0,Sedan,210000.0,Alb,Diesel,1461.0,90.0,Manuala,Fata,Euro 6b,4600.0
1011,Mazda,CX-60,2023.0,SUV,43000.0,Gri,Hibrid Plug-In,2488.0,192.0,Automata,4x4 (automat),Euro 6,37500.0
1012,Jeep,Compass,2022.0,SUV,92000.0,Albastru,Hibrid Plug-In,1332.0,240.0,Automata,4x4 (automat),Euro 6,29000.0
1013,Volkswagen,Transporter,2016.0,Monovolum,280000.0,Alb,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,16819.0
1014,Chevrolet,Cruze,2009.0,Sedan,139296.0,Gri,Benzina,1598.0,113.0,Manuala,Fata,Euro 4,4000.0
1015,Renault,Captur,2017.0,SUV,181000.0,Negru,Diesel,1461.0,90.0,Manuala,Fata,Euro 6,8750.0
1016,Nissan,X-Trail,2017.0,SUV,141500.0,Alb,Diesel,1995.0,177.0,Automata,4x4 (manual),Euro 6,15790.0
1017,Nissan,Qashqai,2015.0,SUV,168000.0,Negru,Diesel,1598.0,130.0,Manuala,4x4 (manual),Euro 6,11490.0
1018,BMW,Seria 5,2018.0,Sedan,175000.0,Negru,Diesel,1995.0,190.0,Manuala,Spate,Euro 6,17850.0
1019,BMW,Seria 5,2006.0,Sedan,300000.0,Gri,Diesel,1995.0,163.0,Manuala,Spate,Euro 4,4600.0
1020,Toyota,Corolla,2021.0,Combi,82730.0,Albastru,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,20650.0
1021,Volkswagen,Multivan,2016.0,Monovolum,300000.0,Maro,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,20500.0
1022,BMW,Seria 4,2022.0,Sedan,179000.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6,28435.0
1023,Volkswagen,Touareg,2014.0,SUV,219000.0,Maro,Diesel,2967.0,245.0,Automata,4x4 (manual),Euro 5,14500.0
1024,Volkswagen,Caravelle,2021.0,Monovolum,200000.0,Galben/Auriu,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,25168.0
1025,Kia,Ceed,2019.0,Combi,188899.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,10250.0
1026,Opel,Astra,2011.0,Compacta,200000.0,Negru,Diesel,1686.0,110.0,Manuala,Fata,Euro 5,4499.0
1027,Kia,Ceed,2019.0,Masina de oras,131100.0,Albastru,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,11350.0
1028,Mercedes-Benz,CLA,2020.0,Sedan,132000.0,Rosu,Benzina,1332.0,136.0,Automata,Fata,Euro 6,24950.0
1029,Audi,A6,2013.0,Sedan,340000.0,Negru,Diesel,2967.0,204.0,Automata,4x4 (automat),Euro 5,11950.0
1030,Mercedes-Benz,GLC Coupe,2020.0,SUV,158000.0,Albastru,Hibrid Plug-In,1991.0,320.0,Automata,4x4 (automat),Euro 6,32850.0
1031,Seat,Ibiza,2009.0,Compacta,181217.0,Negru,Benzina + GPL,1598.0,105.0,Manuala,Fata,Euro 4,3490.0
1032,Citroën,C3 AIRCROSS,2022.0,SUV,235500.0,Alb,Diesel,1499.0,110.0,Manuala,Fata,Euro 6,8750.0
1033,Hyundai,Tucson,2022.0,SUV,169770.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,22500.0
1034,Subaru,Forester,2006.0,Combi,305000.0,Argint,Benzina,1994.0,125.0,Manuala,4x4 (automat),Euro 4,4000.0
1035,BMW,X3,2012.0,SUV,248381.0,Galben/Auriu,Diesel,1995.0,184.0,Automata,4x4 (automat),Euro 6,10999.0
1036,Skoda,Karoq,2020.0,SUV,125000.0,Albastru,Benzina,1984.0,190.0,Automata,Fata,Euro 6,21990.0
1037,Renault,Clio,2020.0,Masina de oras,100000.0,Alb,Benzina,999.0,100.0,Manuala,Fata,Euro 6,10490.0
1038,Volvo,XC 40,2021.0,SUV,108152.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,21480.0
1039,Dacia,Sandero,2013.0,Compacta,189000.0,Albastru,Benzina,1149.0,73.0,Manuala,Fata,Euro 5,3500.0
1040,Renault,Talisman,2020.0,Sedan,118000.0,Negru,Benzina,1333.0,160.0,Automata,Fata,Euro 6,16790.0
1041,BMW,Seria 5,2024.0,Sedan,22800.0,Gri,Diesel,1995.0,197.0,Automata,4x4 (automat),Euro 6d-Temp,61999.19
1042,Kia,Ceed,2013.0,Combi,232630.0,Albastru,Benzina,1591.0,135.0,Automata,Fata,Euro 5,6980.0
1043,BMW,Seria 5,2013.0,Combi,370000.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 6,7299.0
1044,Audi,Q8,2024.0,SUV,16000.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,79000.0
1045,Seat,Leon,2016.0,Combi,251000.0,Gri,Diesel,1598.0,116.0,Automata,Fata,Euro 5,7250.0
1046,Peugeot,2008,2022.0,SUV,148484.0,Portocaliu,Diesel,1499.0,130.0,Automata,Fata,Euro 6,13499.0
1047,Seat,Arona,2019.0,SUV,71447.0,Rosu,Benzina,999.0,110.0,Manuala,Fata,Euro 6,12490.0
1048,Renault,Megane,2021.0,Sedan,120000.0,Alb,Benzina,999.0,114.0,Manuala,Fata,Euro 6,10450.0
1049,BMW,X1,2010.0,SUV,235000.0,Maro,Diesel,1995.0,143.0,Automata,Spate,Euro 5,8600.0
1050,Audi,A4,2017.0,Combi,254000.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,13299.0
1051,Dacia,Duster,2015.0,SUV,208038.0,Gri,Diesel,1461.0,109.0,Manuala,Fata,Euro 5,7299.0
1052,Land Rover,Range Rover Evoque,2024.0,SUV,19800.0,Negru,Diesel,1999.0,163.0,Automata,4x4 (automat),Euro 6,41000.0
1053,Honda,CR-V,2023.0,SUV,32100.0,Albastru,Hibrid,1993.0,145.0,Automata,4x4 (automat),Euro 6,40900.0
1054,Hyundai,Santa Fe,2020.0,SUV,161000.0,Negru,Diesel,2199.0,200.0,Automata,Fata,Euro 6,24990.0
1055,Peugeot,3008,2018.0,SUV,140000.0,Gri,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,12990.0
1056,Peugeot,5008,2019.0,SUV,220000.0,Gri,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,10500.0
1057,Volkswagen,Tiguan,2021.0,SUV,126500.0,Bej,Diesel,1968.0,150.0,Automata,Fata,Euro 6,27817.9
1058,BMW,Seria 2,2024.0,Monovolum,17000.0,Albastru,Benzina,1499.0,136.0,Automata,Fata,Euro 6,31899.99
1059,BMW,X6,2020.0,SUV,92000.0,Negru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,61950.0
1060,Ford,Edge,2017.0,SUV,179000.0,Alb,Diesel,1997.0,210.0,Automata,Fata,Euro 6,15990.0
1061,Peugeot,5008,2018.0,SUV,198900.0,Albastru,Diesel,1560.0,120.0,Automata,Fata,Euro 6,13490.0
1062,Mercedes-Benz,AMG,2021.0,Coupe,36500.0,Albastru,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 5b,69950.0
1063,SsangYong,Korando,2020.0,SUV,123000.0,Alb,Diesel,1597.0,136.0,Automata,Fata,Euro 6,13000.0
1064,Jaguar,E-Pace,2022.0,SUV,25000.0,Negru,Benzina,1997.0,200.0,Automata,4x4 (automat),Euro 6,35000.0
1065,Renault,Talisman,2017.0,Sedan,169000.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6b,14000.0
1066,Mercedes-Benz,CLA,2015.0,Coupe,75000.0,Alb,Benzina,1595.0,156.0,Automata,Fata,Euro 6,18000.0
1067,Volkswagen,Passat,2016.0,Sedan,257000.0,Negru,Diesel,1968.0,240.0,Automata,4x4 (automat),Euro 6,13600.0
1068,Seat,Arona,2021.0,SUV,82000.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,12990.0
1069,Dacia,Logan,2019.0,Sedan,104900.0,Alb,Diesel,1461.0,75.0,Manuala,Fata,Euro 6,7950.0
1070,BMW,X4,2023.0,SUV,52000.0,Rosu,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,45980.0
1071,Toyota,Corolla,2021.0,Compacta,99900.0,Gri,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,17249.76
1072,Citroën,C4,2021.0,SUV,90158.0,Gri,Benzina,1199.0,155.0,Automata,Fata,Euro 5,15499.0
1073,BMW,X1,2021.0,SUV,115300.0,Gri,Benzina,1499.0,136.0,Automata,Fata,Euro 6,18990.0
1074,Ford,C-Max,2010.0,Monovolum,200000.0,Gri,Diesel,1560.0,109.0,Manuala,Fata,Euro 5,2490.0
1075,Mercedes-Benz,GLC,2023.0,SUV,38900.0,Gri,Diesel,1993.0,269.0,Automata,4x4 (automat),Euro 6,62920.0
1076,BMW,X3,2013.0,SUV,232050.0,Gri,Diesel,1995.0,177.0,Automata,4x4 (automat),Euro 5,12850.0
1077,BMW,X6,2025.0,SUV,14400.0,Negru,Diesel,2993.0,298.0,Automata,4x4 (automat),Euro 6,95590.0
1078,Mercedes-Benz,C,2020.0,Combi,158000.0,Alb,Hibrid Plug-In,1950.0,306.0,Automata,Spate,Euro 6,18990.0
1079,Volkswagen,Tiguan,2017.0,SUV,174447.0,Negru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,19150.0
1080,Renault,Espace,2019.0,Monovolum,89000.0,Alte culori,Diesel,1598.0,160.0,Automata,Fata,Euro 6b,16600.0
1081,Toyota,Camry,2021.0,Sedan,78224.0,Albastru,Hibrid,2487.0,218.0,Automata,Fata,Euro 6,30990.52
1082,Volkswagen,Tiguan,2022.0,SUV,218841.0,Gri,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,22990.0
1083,Volkswagen,Passat,2007.0,Sedan,252000.0,Gri,Diesel,1968.0,140.0,Manuala,Fata,Euro 4,3150.0
1084,Hyundai,Tucson,2021.0,SUV,142000.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,19990.0
1085,BMW,X5,2019.0,SUV,70000.0,Alb,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,44990.0
1086,BMW,X3,2021.0,SUV,79805.0,Gri,Hibrid Plug-In,1998.0,292.0,Automata,4x4 (automat),Euro 6,30899.77
1087,Jaguar,XF,2014.0,Combi,246800.0,Gri,Diesel,2179.0,163.0,Automata,Spate,Euro 5,7900.0
1088,BMW,X5,2022.0,SUV,45534.0,Alb,Hibrid Plug-In,2998.0,394.0,Automata,4x4 (automat),Euro 6,64899.56
1089,BMW,Seria 3,2010.0,Cabrio,299000.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 5,8650.0
1090,Peugeot,5008,2022.0,SUV,120269.0,Maro,Diesel,1499.0,130.0,Automata,Fata,Euro 6,18789.99
1091,Mercedes-Benz,CLS,2012.0,Sedan,123147.0,Gri,Diesel,2987.0,265.0,Automata,Spate,Euro 5,19965.0
1092,BMW,X3,2018.0,SUV,187680.0,Negru,Benzina,1998.0,184.0,Automata,4x4 (automat),Euro 5,24390.0
1093,Ford,Focus,2021.0,Sedan,118484.0,Alb,Diesel,1499.0,120.0,Manuala,Fata,Euro 6,12490.0
1094,Audi,A6,2017.0,Sedan,118000.0,Gri,Diesel,1968.0,190.0,Automata,Fata,Euro 6,20890.0
1095,Mercedes-Benz,S,2009.0,Sedan,155000.0,Negru,Diesel,2987.0,235.0,Automata,Spate,Euro 4,6490.0
1096,Renault,Megane,2017.0,Combi,279500.0,Albastru,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,8485.0
1097,Volkswagen,Golf,2010.0,Combi,251000.0,Albastru,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,4998.0
1098,Skoda,Octavia,2013.0,Combi,335000.0,Alb,Diesel,1968.0,149.0,Automata,Fata,Euro 5,6998.0
1099,Mercedes-Benz,CLS,2020.0,Coupe,115355.0,Negru,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 6,43999.23
1100,Volkswagen,Multivan,2019.0,Monovolum,203000.0,Alb,Diesel,1968.0,198.0,Automata,Spate,Euro 6,35000.0
1101,Porsche,Cayenne Coupe,2020.0,SUV,98900.0,Alb,Hibrid Plug-In,2995.0,353.0,Automata,4x4 (automat),Euro 6,81344.67
1102,Renault,Laguna,2013.0,Combi,260000.0,Alb,Diesel,1995.0,173.0,Automata,Fata,Euro 5,5390.0
1103,Audi,A7,2016.0,Coupe,212678.0,Gri,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,22990.0
1104,Volkswagen,Touareg,2011.0,SUV,220000.0,Argint,Benzina,2995.0,333.0,Automata,4x4 (automat),Euro 5,15500.0
1105,Volvo,V60,2021.0,Combi,139178.0,Negru,Diesel,1969.0,197.0,Automata,Fata,Euro 6,19990.0
1106,Land Rover,Freelander,2012.0,SUV,204000.0,Negru,Diesel,2179.0,190.0,Automata,4x4 (automat),Euro 5,9450.0
1107,BMW,Seria 5,2018.0,Sedan,131442.0,Gri,Benzina,2998.0,340.0,Automata,4x4 (automat),Euro 6,31980.0
1108,Kia,Sorento,2015.0,SUV,232000.0,Negru,Diesel,2199.0,200.0,Automata,4x4 (automat),Euro 5,16500.0
1109,MG,HS,2024.0,SUV,2500.0,Gri,Benzina,1496.0,170.0,Automata,Fata,Euro 6,28499.0
1110,Volkswagen,Golf,2022.0,Combi,180000.0,Negru,Diesel,1968.0,115.0,Automata,Fata,Euro 6,15990.0
1111,Fiat,500,2014.0,Masina mica,148000.0,Alb,Benzina,1242.0,69.0,Manuala,Fata,Euro 6,4999.0
1112,Toyota,Corolla,2021.0,Compacta,81376.0,Gri,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,20200.0
1113,Mini,Cooper S,2014.0,Coupe,206000.0,Gri,Benzina,1998.0,192.0,Automata,Fata,Euro 6,7990.0
1114,Toyota,RAV4,2020.0,SUV,106619.0,Gri,Hibrid,2487.0,222.0,Automata,4x4 (automat),Euro 6,28900.0
1115,Opel,Meriva,2012.0,Monovolum,220000.0,Alb,Benzina,1398.0,100.0,Manuala,Fata,Euro 5,3950.0
1116,Skoda,Octavia,2022.0,Sedan,162010.0,Albastru,Diesel,1968.0,200.0,Automata,4x4 (automat),Euro 6,24498.87
1117,Skoda,Octavia,2019.0,Combi,304185.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,10400.0
1118,Audi,A8,2011.0,Sedan,320000.0,Negru,Diesel,2967.0,250.0,Automata,4x4 (automat),Euro 5,10990.0
1119,Kia,Sportage,2022.0,SUV,114488.0,Gri,Hibrid,1598.0,230.0,Automata,Fata,Euro 6,25390.0
1120,Mercedes-Benz,A,2025.0,Compacta,5000.0,Negru,Benzina,1332.0,136.0,Automata,Fata,Euro 6,33342.99
1121,BMW,X3,2008.0,SUV,300000.0,Negru,Diesel,1995.0,177.0,Automata,4x4 (automat),Euro 5,5500.0
1122,Skoda,Superb,2020.0,Combi,212000.0,Negru,Diesel,1968.0,194.0,Automata,4x4 (automat),Euro 6,16990.0
1123,Renault,Kadjar,2020.0,SUV,186286.0,Negru,Benzina,1332.0,159.0,Automata,Fata,Euro 6,15950.22
1124,BMW,Seria 3,2024.0,Sedan,12300.0,Alb,Benzina,1998.0,156.0,Automata,Spate,Euro 6,34900.01
1125,Volkswagen,Taigo,2023.0,Masina de oras,26000.0,Gri,Benzina,999.0,95.0,Manuala,Fata,Euro 6c,18190.0
1126,Volkswagen,Transporter,2011.0,Monovolum,187068.0,Gri,Diesel,1968.0,179.0,Manuala,Fata,Euro 6,10990.0
1127,Mercedes-Benz,CLA,2021.0,Sedan,70000.0,Argint,Diesel,1950.0,150.0,Automata,Spate,Euro 6,32307.0
1128,Volkswagen,Touareg,2019.0,SUV,201566.0,Gri,Diesel,2967.0,231.0,Automata,4x4 (automat),Euro 6,28900.0
1129,Opel,Mokka,2017.0,SUV,52700.0,Gri,Benzina,1364.0,140.0,Manuala,Fata,Euro 6,11900.0
1130,Volkswagen,Golf,2022.0,Masina mica,170000.0,Alb,Diesel,1968.0,115.0,Automata,Fata,Euro 6,20500.0
1131,BMW,Seria 5,2021.0,Sedan,120700.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6d-Temp,37800.0
1132,BMW,Z4,2006.0,Cabrio,173337.0,Verde,Benzina,2497.0,177.0,Manuala,Spate,Euro 4,10950.0
1133,BMW,Seria 5,2024.0,Sedan,3800.0,Negru,Benzina,1998.0,208.0,Automata,Spate,Euro 6,52499.99
1134,Skoda,Karoq,2018.0,SUV,173970.0,Negru,Diesel,1968.0,150.0,Manuala,4x4 (manual),Euro 6,17490.0
1135,Audi,Q5,2011.0,SUV,236678.0,Negru,Diesel,1968.0,170.0,Automata,4x4 (automat),Euro 5,10900.0
1136,BMW,Seria 5,2019.0,Sedan,173550.0,Albastru,Diesel,1995.0,190.0,Automata,Spate,Euro 6,22489.06
1137,Peugeot,3008,2021.0,SUV,95000.0,Albastru,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,17490.0
1138,Skoda,Fabia,2018.0,Compacta,38444.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,8500.0
1139,BMW,Seria 5,2014.0,Sedan,211347.0,Gri,Diesel,2993.0,258.0,Automata,4x4 (automat),Euro 6,15490.0
1140,Volvo,XC 90,2023.0,SUV,28415.0,Alb,Diesel,1969.0,235.0,Automata,4x4 (automat),Euro 6,60000.0
1141,Volvo,XC 40,2023.0,SUV,132000.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,26400.0
1142,Mercedes-Benz,GLC,2020.0,SUV,145558.0,Gri,Benzina,1991.0,197.0,Automata,Spate,Euro 6,33500.0
1143,Volkswagen,Sharan,2007.0,Monovolum,340654.0,Negru,Diesel,1968.0,140.0,Manuala,Fata,Euro 4,3999.0
1144,Honda,CR-V,2020.0,SUV,98030.0,Rosu,Hibrid,1993.0,145.0,Automata,4x4 (automat),Euro 6,27950.0
1145,Peugeot,208,2019.0,Masina de oras,90830.0,Alb,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,9999.0
1146,BMW,Seria 3,2009.0,Sedan,169000.0,Argint,Benzina,1599.0,122.0,Manuala,Spate,Euro 5,4950.0
1147,Toyota,Yaris,2018.0,Masina de oras,137400.0,Alb,Hibrid,1497.0,101.0,Automata,Fata,Euro 6,12999.0
1148,Kia,Carens,2014.0,Monovolum,175000.0,Negru,Benzina,1591.0,135.0,Manuala,Fata,Euro 5,7300.0
1149,Skoda,Octavia,2021.0,Sedan,174772.0,Argint,Benzina,1498.0,150.0,Manuala,Fata,Euro 6d-Temp,14000.0
1150,Dacia,Lodgy,2020.0,Monovolum,73351.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,13450.0
1151,Audi,A4,2016.0,Sedan,215811.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,14990.0
1152,Volvo,XC 60,2025.0,SUV,13000.0,Alte culori,Hibrid Plug-In,1969.0,350.0,Automata,4x4 (automat),Euro 6d-Temp,62990.0
1153,Volvo,XC 40,2021.0,SUV,141226.0,Gri,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,24200.0
1154,Mercedes-Benz,GLC,2021.0,SUV,127482.0,Negru,Hibrid Plug-In,1991.0,319.0,Automata,4x4 (automat),Euro 6d,34400.0
1155,Opel,Astra,2009.0,Combi,260000.0,Rosu,Benzina,1399.0,90.0,Manuala,Fata,Euro 4,2150.0
1156,Land Rover,Range Rover Evoque,2017.0,SUV,148295.0,Alb,Diesel,1999.0,150.0,Automata,4x4 (automat),Euro 6,16938.79
1157,Toyota,RAV4,2021.0,SUV,136000.0,Gri,Hibrid,2487.0,228.0,Automata,4x4 (automat),Euro 6,31702.0
1158,Volvo,XC 40,2022.0,SUV,146781.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,25700.0
1159,Hyundai,Tucson,2021.0,SUV,144800.0,Gri,Hibrid,1598.0,230.0,Automata,Fata,Euro 6,23800.0
1160,BMW,Seria 4,2022.0,Sedan,37000.0,Verde,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6b,42350.0
1161,BMW,Seria 4,2021.0,Coupe,66060.0,Albastru,Benzina,1998.0,258.0,Automata,Spate,Euro 6,37268.0
1162,Land Rover,Range Rover Evoque,2024.0,SUV,3000.0,Galben/Auriu,Diesel,1999.0,163.0,Automata,4x4 (automat),Euro 6b,58100.0
1163,Mazda,CX-5,2018.0,SUV,169908.0,Negru,Benzina,1998.0,165.0,Manuala,Fata,Euro 6,17299.37
1164,Volvo,XC 40,2020.0,SUV,93796.0,Rosu,Benzina,1477.0,163.0,Automata,Fata,Euro 6,24600.0
1165,BMW,X3,2009.0,SUV,266000.0,Negru,Diesel,1995.0,177.0,Manuala,4x4 (automat),Euro 5,7590.0
1166,Hyundai,Santa Fe,2021.0,SUV,103157.0,Verde,Hibrid Plug-In,1598.0,265.0,Automata,4x4 (automat),Euro 6,31800.0
1167,Subaru,WRX STI,2015.0,Compacta,63000.0,Albastru,Benzina,2500.0,310.0,Manuala,4x4 (automat),Euro 5,29040.0
1168,Mazda,3,2024.0,Sedan,12400.0,Rosu,Benzina,1998.0,149.0,Automata,Fata,Euro 6,22490.0
1169,Renault,Kadjar,2015.0,SUV,159000.0,Negru,Benzina,1197.0,130.0,Manuala,Fata,Euro 6,9900.0
1170,Renault,Trafic,2018.0,Monovolum,296700.0,Alb,Diesel,1598.0,90.0,Manuala,Fata,Euro 6,8789.44
