make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,equipment_count,is_well_equipped,equipment_tier
Dacia,Logan,2020,Sedan,83005,4.0,5.0,Alb,Benzina,998,73,Manuala,Fata,Euro 6,7589.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Audi,Q5,2022,SUV,78700,5.0,5.0,Gri,Hibrid Plug-In,1984,299,Automata,4x4 (automat),Euro 6,35900.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Ford,Focus,2021,Compacta,174107,5.0,5.0,Alb,Diesel,1499,120,Automata,Fata,Euro 6,10790.05,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Toyota,Yaris,2023,Compacta,50000,5.0,5.0,Alb,Hibrid,1490,92,Automata,Fata,Euro 6,15490.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,1,standard
Citroën,C3,2022,Masina de oras,98000,5.0,5.0,Alb,Benzina,1199,83,Manuala,Fata,Euro 6,8990.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,standard
BMW,Seria 3,2020,Sedan,165037,4.0,5.0,Albastru,Benzina,1998,258,Automata,4x4 (automat),Euro 6,28489.99,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Toyota,Corolla,2020,Sedan,129800,5.0,5.0,Alb,Hibrid,1798,98,Automata,Fata,Euro 6,16490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Renault,Laguna,2012,Sedan,200000,5.0,5.0,Gri,Diesel,1995,150,Manuala,Fata,Euro 5,6490.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
Peugeot,508,2014,Sedan,200000,4.0,5.0,Alb,Hibrid,1997,163,Automata,4x4 (automat),Euro 6,9490.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Volvo,XC 90,2011,SUV,226000,5.0,7.0,Negru,Diesel,2400,200,Automata,4x4 (manual),Euro 5,11999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Ford,Mondeo,2013,Sedan,266383,4.0,5.0,Negru,Diesel,2179,200,Automata,Fata,Euro 5,4490.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,standard
Jeep,Renegade,2023,SUV,100000,5.0,5.0,Negru,Benzina,1469,130,Automata,Fata,Euro 6,17490.01,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,9,1,standard
Volvo,XC 60,2020,SUV,71000,5.0,5.0,Albastru,Hibrid Plug-In,1969,303,Automata,4x4 (automat),Euro 6,32949.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Mitsubishi,Outlander,2014,SUV,140730,5.0,5.0,Albastru,Hibrid Plug-In,1998,121,Automata,4x4 (manual),Euro 5,10490.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Kia,Stonic,2022,SUV,73000,5.0,5.0,Gri,Benzina,998,100,Automata,Fata,Euro 6,15450.01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,9,1,standard
Kia,Sportage,2019,SUV,196000,5.0,5.0,Negru,Hibrid,1598,136,Automata,Fata,Euro 6,14300.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10,1,premium
Skoda,Scala,2021,Compacta,86457,5.0,5.0,Albastru,Benzina,999,110,Automata,Fata,Euro 6,12489.62,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,standard
Peugeot,508,2022,Sedan,116869,4.0,5.0,Negru,Hibrid Plug-In,1598,225,Automata,Fata,Euro 6,18389.99,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Ford,Tourneo Custom,2025,Monovolum,9600,4.0,8.0,Argint,Diesel,1996,170,Automata,Fata,Euro 6,48266.9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,12,1,premium
Volvo,XC 60,2020,SUV,71368,5.0,5.0,Negru,Hibrid Plug-In,1969,303,Automata,4x4 (automat),Euro 6,34990.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Dacia,Duster,2019,SUV,174893,5.0,5.0,Negru,Diesel,1461,116,Manuala,Fata,Euro 6,12490.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,standard
Volvo,V90,2021,Combi,152068,5.0,5.0,Maro,Diesel,1969,197,Automata,4x4 (automat),Euro 6,23989.99,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
BMW,Seria 3,2022,Sedan,135935,4.0,5.0,Albastru,Diesel,1995,190,Automata,4x4 (automat),Euro 6,26750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Audi,A4,2022,Sedan,111696,4.0,5.0,Negru,Benzina,1984,150,Automata,Fata,Euro 6,21490.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Toyota,Proace,2021,Monovolum,66531,4.0,9.0,Alb,Diesel,1499,120,Manuala,Fata,Euro 6,20889.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
Audi,Q3,2024,SUV,26393,5.0,5.0,Portocaliu,Benzina,1984,190,Automata,4x4 (automat),Euro 6d-Temp,36990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Volkswagen,Golf,2022,Compacta,85370,5.0,5.0,Alb,Benzina,999,110,Manuala,Fata,Euro 6,14690.01,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Volvo,XC 60,2022,SUV,160551,5.0,5.0,Argint,Hibrid Plug-In,1969,340,Automata,4x4 (automat),Euro 6,32968.87,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Mercedes-Benz,GLE Coupe,2017,SUV,187398,5.0,5.0,Gri,Diesel,2987,258,Automata,4x4 (automat),Euro 6,32450.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Toyota,Corolla,2021,Compacta,55327,5.0,5.0,Maro,Hibrid,1987,184,Automata,Fata,Euro 6,19990.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,Seria 1,2020,Compacta,198042,5.0,5.0,Negru,Benzina,1499,140,Automata,Fata,Euro 6,13990.02,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Cupra,Formentor,2021,SUV,189678,5.0,5.0,Gri,Hibrid Plug-In,1395,204,Automata,Fata,Euro 6,16990.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Hyundai,KONA,2018,SUV,99972,5.0,9.0,Albastru,Benzina,1591,177,Automata,4x4 (manual),Euro 6,15990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Citroën,C5 Aircross,2020,SUV,40265,5.0,5.0,Alb,Benzina,1199,130,Automata,Fata,Euro 6,15950.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Volvo,XC 60,2022,SUV,89860,5.0,5.0,Albastru,Hibrid Plug-In,1969,340,Automata,4x4 (automat),Euro 6,35937.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,12,1,premium
Skoda,Superb,2022,Combi,146253,5.0,5.0,Alb,Diesel,1968,150,Automata,Fata,Euro 6,22449.99,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Skoda,Octavia,2021,Sedan,170000,5.0,5.0,Alb,Diesel,1968,115,Manuala,Fata,Euro 6,14990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Land Rover,Range Rover Velar,2024,SUV,63336,5.0,9.0,Alb,Diesel,1998,204,Automata,4x4 (automat),Euro 6,47990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Opel,Zafira,2013,Monovolum,189750,5.0,7.0,Gri,Diesel,1598,136,Manuala,Fata,Euro 6,7590.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,standard
Land Rover,Discovery Sport,2025,SUV,900,5.0,5.0,Alb,Diesel,1998,204,Automata,4x4 (automat),Euro 6,56056.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Toyota,Corolla,2022,Sedan,170000,5.0,5.0,Alb,Hibrid,1798,98,Automata,Fata,Euro 6,15490.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Audi,Q5,2015,SUV,209652,5.0,5.0,Maro,Diesel,1968,190,Manuala,4x4 (manual),Euro 6,16450.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Mercedes-Benz,A 180,2020,Sedan,100088,5.0,5.0,Gri,Diesel,1461,116,Automata,Fata,Euro 6,21850.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
BMW,X4 M,2022,SUV,185000,5.0,5.0,Gri,Diesel,2993,340,Automata,4x4 (manual),Euro 6d-Temp,38500.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Audi,S8,2013,Sedan,170000,4.0,5.0,Negru,Benzina,3993,605,Automata,4x4 (automat),Euro 5,19499.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Mercedes-Benz,E,2017,Coupe,148346,3.0,4.0,Argint,Benzina,1991,184,Automata,Spate,Euro 6,23790.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Mercedes-Benz,GLB,2024,SUV,31000,5.0,5.0,Alb,Diesel,1950,190,Automata,4x4 (automat),Euro 5b,48158.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Lexus,LBX,2025,Compacta,2980,4.0,5.0,Galben/Auriu,Hibrid,1490,136,Automata,Fata,Euro 6d-Temp,39449.63,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Dacia,Duster,2019,SUV,136912,5.0,5.0,Alb,Benzina,1332,130,Manuala,Fata,Euro 6,10950.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Dacia,Logan,2021,Sedan,130000,4.0,5.0,Alb,Benzina,998,73,Manuala,Fata,Euro 6,7290.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Mercedes-Benz,C,2020,Sedan,113847,4.0,5.0,Negru,Benzina,1497,184,Automata,4x4 (automat),Euro 6,25999.27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Mercedes-Benz,GLC,2021,SUV,152000,5.0,5.0,Negru,Hibrid Plug-In,1950,328,Automata,4x4 (automat),Euro 6,33599.28,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Citroën,C5 Aircross,2019,SUV,135132,5.0,5.0,Alb,Benzina,1199,130,Manuala,Fata,Euro 6,12500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
BMW,X3,2016,SUV,208000,5.0,5.0,Gri,Diesel,1995,150,Manuala,Spate,Euro 6,13890.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Renault,Laguna,2011,Sedan,260000,5.0,5.0,Gri,Diesel,1461,110,Manuala,Fata,Euro 5,3700.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
BMW,X3,2021,SUV,144201,5.0,5.0,Negru,Hibrid Plug-In,1998,292,Automata,4x4 (automat),Euro 6,25289.99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
BMW,Seria 1,2023,Compacta,77000,5.0,5.0,Albastru,Benzina,1499,136,Automata,Fata,Euro 6,19790.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Ford,EcoSport,2018,SUV,53000,5.0,5.0,Negru,Benzina,998,125,Manuala,Fata,Euro 6,9450.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Dacia,Duster,2019,SUV,155000,5.0,5.0,Maro,Diesel,1461,116,Manuala,4x4 (manual),Euro 6,13399.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,X3,2015,SUV,194382,5.0,5.0,Maro,Diesel,1995,190,Automata,4x4 (automat),Euro 6,15990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volkswagen,ARTEON,2019,Sedan,139190,5.0,5.0,Galben/Auriu,Diesel,1968,150,Automata,Fata,Euro 6,19200.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Audi,A5,2021,Sedan,153900,5.0,5.0,Negru,Diesel,1968,136,Automata,Fata,Euro 6,25990.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
BMW,Seria 5,2021,Sedan,141000,4.0,5.0,Gri,Diesel,1995,190,Automata,Spate,Euro 6,30855.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Audi,A6 Allroad,2009,Combi,268600,5.0,5.0,Maro,Diesel,2967,240,Automata,4x4 (automat),Euro 5,5600.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
BMW,X6,2023,SUV,16400,5.0,5.0,Negru,Diesel,2993,286,Automata,4x4 (automat),Euro 6,76024.3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Renault,Grand Scenic,2013,Monovolum,253667,5.0,7.0,Gri,Diesel,1461,110,Manuala,Fata,Euro 5,6290.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Ford,Edge,2016,SUV,238000,5.0,5.0,Alb,Diesel,1997,210,Automata,4x4 (automat),Euro 6,12490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Ford,Mondeo,2017,Sedan,128400,5.0,5.0,Albastru,Diesel,1997,150,Manuala,Fata,Euro 6,12600.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Peugeot,508,2021,Combi,253000,5.0,5.0,Albastru,Diesel,1499,130,Manuala,Fata,Euro 6,9499.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Geely,Monjaro,2025,Combi,1000,4.0,5.0,Gri,Benzina,1979,238,Automata,4x4 (automat),Euro 6,33000.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Mercedes-Benz,GLC,2019,SUV,125500,5.0,5.0,Gri,Diesel,1950,194,Automata,4x4 (manual),Euro 6,33880.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Mazda,3,2017,Compacta,187532,5.0,5.0,Gri,Diesel,1498,105,Manuala,Fata,Euro 6,8990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,1,standard
Mercedes-Benz,GLC,2016,SUV,108000,5.0,5.0,Argint,Benzina,1991,245,Automata,Spate,Euro 6,22400.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,1,premium
