make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Dacia,Logan,2016,Combi,109 000 km,5,5,Alte culori,Benzina,898 cm3,90 CP,Manuala,Fata,Euro 6,6 990,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-mcv-tce-90-celebration-ID7Hgou7.html
Mercedes-Benz,GLC,2022,SUV,185 000 km,5,5,Argint,Diesel,1 993 cm3,163 CP,Automata,4x4 (automat),Euro 6,25 999,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ID7HI8KT.html
Mitsubishi,L200,2016,SUV,254 946 km,4,5,Gri,Diesel,2 442 cm3,181 CP,Manuala,4x4 (manual),Euro 6,16 990,https://www.autovit.ro/autoturisme/anunt/mitsubishi-l200-ver-pick-up-4x4-s-s-double-cab-suv-starplus-ID7HHe49.html
Nissan,Qashqai,2024,SUV,45 300 km,5,5,Negru,Benzina,1 332 cm3,140 CP,Manuala,Fata,Euro 6d,21 690,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-3-dig-t-mhev-tekna-ID7HIaaS.html
Nissan,X-Trail,2020,SUV,157 846 km,5,5,Negru,Diesel,1 749 cm3,150 CP,Manuala,4x4 (manual),Euro 6,16 990,https://www.autovit.ro/autoturisme/anunt/nissan-x-trail-ver-1-7-dci-all-mode-4x4i-tekna-ID7HI0Rn.html
Audi,A4,2019,Combi,385 832 km,5,5,Gri,Diesel,1 968 cm3,190 CP,Automata,Fata,Euro 6,13 990,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-tdi-s-tronic-design-ID7HHdeP.html
BMW,Seria 7,2020,Sedan,108 018 km,4,4,Negru,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (automat),Euro 6,46 999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-745le-xdrive-at-phev-ID7HFL6d.html
BMW,X5,2023,SUV,80 974 km,5,5,Albastru,Diesel,2 993 cm3,298 CP,Automata,4x4 (automat),Euro 6,66 950,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive30d-at-mhev-ID7HGTjn.html
Renault,Talisman,2016,Sedan,164 051 km,4,5,Gri,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6,14 950,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ver-energy-dci-160-edc-initiale-paris-ID7HGTiB.html
BMW,X1,2021,SUV,163 000 km,5,5,Negru,Hibrid Plug-In,1 499 cm3,220 CP,Automata,4x4 (automat),Euro 6,"23 997,93",https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-xdrive25e-m-sport-ID7HENz4.html
Peugeot,5008,2021,SUV,144 234 km,5,7,Negru,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,19 450,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-1-5-bluehdi-s-s-eat8-gt-line-ID7HHZlh.html
BMW,M3,2021,Sedan,71 579 km,5,5,Gri,Benzina,2 993 cm3,510 CP,Automata,4x4 (automat),Euro 6d,70 967,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-m3-ID7HHYxy.html
Volvo,V90,2021,Combi,97 650 km,5,5,Alb,Diesel,1 969 cm3,235 CP,Automata,4x4 (automat),Euro 6,"33 900,57",https://www.autovit.ro/autoturisme/anunt/volvo-v90-ver-cross-country-b5-d-awd-geartronic-pro-ID7HGSWa.html
Mitsubishi,Eclipse-Cross,2024,SUV,19 000 km,5,5,Gri,Hibrid Plug-In,2 360 cm3,188 CP,Automata,4x4 (automat),Euro 6,26 983,https://www.autovit.ro/autoturisme/anunt/mitsubishi-eclipse-cross-ver-plug-in-hybrid-4wd-plus-ID7HIhsQ.html
Citroën,C4 Cactus,2018,SUV,76 000 km,5,5,Rosu,Benzina,1 199 cm3,110 CP,Automata,Fata,Euro 6,9 990,https://www.autovit.ro/autoturisme/anunt/citroen-c4-cactus-ver-1-2-puretech-s-s-eat6-feel-ID7HGVqy.html
BMW,Seria 5,2021,Sedan,107 000 km,4,5,Albastru,Hibrid Plug-In,1 998 cm3,292 CP,Automata,Spate,Euro 6,35 695,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-530e-aut-m-sport-edition-ID7HGTWR.html
BMW,X1,2015,SUV,165 000 km,5,2,Negru,Diesel,1 995 cm3,231 CP,Automata,4x4 (automat),Euro 6,"16 300,01",https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-xdrive25d-aut-advantage-ID7HsfXk.html
Opel,Insignia,2020,Combi,70 000 km,5,5,Rosu,Diesel,1 496 cm3,122 CP,Automata,Fata,Euro 6,16 999,https://www.autovit.ro/autoturisme/anunt/opel-insignia-ver-sports-tourer-1-5-diesel-automatik-business-elegance-ID7HIRVM.html
Volvo,XC 40,2021,SUV,75 000 km,5,5,Negru,Hibrid Plug-In,1 477 cm3,211 CP,Automata,Fata,Euro 6,27 951,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-inscription-ID7HIRVU.html
Volvo,XC 90,2022,SUV,108 804 km,5,7,Negru,Hibrid Plug-In,1 969 cm3,310 CP,Automata,4x4 (automat),Euro 6d-Temp,"53 989,99",https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ver-t8-awd-recharge-geartronic-inscription-edition-ID7HGM7T.html
Hyundai,Tucson,2022,SUV,91 723 km,5,5,Maro,Hibrid Plug-In,1 598 cm3,251 CP,Automata,4x4 (automat),Euro 6d,26 983,https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-1-6-t-gdi-plug-in-hybrid-4wd-prime-ID7HGMhY.html
Renault,Clio,2022,Compacta,83 000 km,5,5,Alb,Hibrid,1 598 cm3,143 CP,Automata,Fata,Euro 6,14 700,https://www.autovit.ro/autoturisme/anunt/renault-clio-ID7HHYxi.html
Mercedes-Benz,AMG GT,2024,Coupe,4 000 km,4,4,Gri,Benzina,2 999 cm3,435 CP,Automata,4x4 (automat),Euro 6d-Temp,114 950,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-amg-gt-ID7Hv2jV.html
BMW,X5,2021,SUV,221 000 km,5,5,Albastru,Diesel,1 995 cm3,231 CP,Automata,4x4 (automat),Euro 6b,38 888,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive25d-ID7HIiZ8.html
Renault,Megane,2015,Combi,177 000 km,5,5,Gri,Benzina,1 198 cm3,116 CP,Manuala,Fata,Euro 6,6 149,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-grandtour-energy-tce-115-start-stopp-bose-edition-ID7HHXL9.html
DS Automobiles,DS 3 Crossback,2020,SUV,113 186 km,5,5,Albastru,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6d,14 299,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds3-crossback-ver-ds3-1-2-puretech-130-s-s-eat8-grand-chic-ID7HIj3t.html
Nissan,Qashqai+2,2011,SUV,230 550 km,5,7,Gri,Diesel,1 995 cm3,150 CP,Automata,4x4 (automat),Euro 5,6 999,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-2-ver-plus2-2-0-dci-dpf-all-mode-4x4-aut-acenta-ID7HFRIZ.html
Renault,Captur,2020,SUV,181 700 km,5,5,Argint,Diesel,1 461 cm3,115 CP,Automata,Fata,Euro 6,"12 999,88",https://www.autovit.ro/autoturisme/anunt/renault-captur-ver-blue-dci-115-edc-business-edition-ID7HFSp0.html
Dacia,Dokker,2013,Monovolum,324 500 km,4,2,Alb,Diesel,1 461 cm3,75 CP,Manuala,Fata,Euro 5,3 650,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-ID7HIRXb.html
Mercedes-Benz,GLE,2016,SUV,128 000 km,5,5,Negru,Diesel,2 143 cm3,204 CP,Automata,4x4 (automat),Euro 6,23 700,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-250-d-4matic-ID7HHdmg.html
Dacia,Logan,2019,Sedan,180 714 km,4,5,Alb,Benzina,898 cm3,90 CP,Manuala,Fata,Euro 6,6 750,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-0-9-tce-ambiance-ID7HBwFo.html
Kia,XCeed,2022,SUV,55 560 km,5,5,Rosu,Hibrid Plug-In,1 580 cm3,141 CP,Automata,Fata,Euro 6b,19 990,https://www.autovit.ro/autoturisme/anunt/kia-xceed-ver-1-6-gdi-dct6-opf-plug-in-hybrid-vision-ID7HI7j7.html
Mercedes-Benz,GLE,2023,SUV,80 400 km,5,5,Alte culori,Hibrid Plug-In,1 993 cm3,333 CP,Automata,4x4 (automat),Euro 6,"82 945,50",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-350-de-4matic-9g-tronic-amg-line-advanced-plus-ID7HI8d3.html
Mercedes-Benz,E,2024,Sedan,18 000 km,4,5,Negru,Benzina,1 999 cm3,204 CP,Automata,Spate,Euro 6,69 454,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-200-9g-tronic-edition-amg-line-ID7HIgBF.html
Opel,Mokka,2015,SUV,176 457 km,5,5,Albastru,Benzina,1 598 cm3,115 CP,Manuala,Fata,Euro 5,7 499,https://www.autovit.ro/autoturisme/anunt/opel-mokka-ver-1-6-ecoflex-start-stop-selection-ID7HAkHD.html
Volkswagen,Touareg,2019,SUV,148 502 km,5,5,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),Euro 6,39 999,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-3-0-v6-tdi-4motion-dpf-automatik-ID7HDqIp.html
Mercedes-Benz,A,2020,Compacta,21 000 km,4,5,Albastru,Benzina,1 991 cm3,190 CP,Automata,4x4 (automat),Euro 6,31 300,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-220-4matic-7g-dct-ID7HIhl7.html
Toyota,Corolla,2021,Combi,173 700 km,4,5,Albastru,Hibrid,1 798 cm3,97 CP,Automata,Fata,Euro 6,"17 989,07",https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ver-sedan-1-8-hsd-exclusive-ID7HEQWR.html
Volkswagen,Golf,2003,Sedan,361 100 km,5,5,Rosu,Diesel,1 896 cm3,100 CP,Manuala,4x4 (manual),Euro 1,1 390,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-variant-1-9-tdi-4motion-pacific-ID7HIRu6.html
Kia,Sportage,2013,SUV,225 777 km,5,5,Maro,Diesel,1 995 cm3,136 CP,Automata,4x4 (automat),Euro 5,11 750,https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-2-0-crdi-4wd-automatik-spirit-ID7HwB0Q.html
Nissan,Juke,2018,SUV,181 877 km,5,5,Negru,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 6,8 599,https://www.autovit.ro/autoturisme/anunt/nissan-juke-ver-1-5-dci-tekna-ID7HHzYB.html
BMW,Seria 2,2015,Monovolum,224 000 km,5,5,Alb,Diesel,1 995 cm3,190 CP,Automata,Fata,Euro 6,12 870,https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ver-220d-gran-tourer-aut-sport-line-ID7HIM6y.html
Skoda,Octavia,2012,Sedan,203 000 km,5,5,Gri,Benzina,1 197 cm3,105 CP,Manuala,Fata,Euro 5,4 499,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ID7HI9KY.html
Skoda,Kamiq,2025,SUV,200 km,5,5,Argint,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,"29 355,81",https://www.autovit.ro/autoturisme/anunt/skoda-kamiq-ver-1-5-tsi-dsg-selection-ID7HGw9x.html
Porsche,Macan,2015,SUV,141 276 km,5,5,Gri,Diesel,2 967 cm3,258 CP,Automata,4x4 (automat),Euro 6,"26 500,21",https://www.autovit.ro/autoturisme/anunt/porsche-macan-ver-3-0-pdk-s-ID7HHdkd.html
Peugeot,5008,2022,SUV,103 000 km,5,7,Negru,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,"20 557,90",https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-1-5l-bluehdi-eat8-s-s-active-pack-ID7HFYpy.html
BMW,Seria 3,2017,Combi,192 945 km,5,5,Gri,Diesel,1 995 cm3,150 CP,Automata,4x4 (automat),Euro 6,11 500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HElct.html
Renault,Megane,2016,Compacta,76 719 km,5,5,Albastru,Benzina,1 197 cm3,132 CP,Manuala,Fata,Euro 6,11 690,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-tce-130-gt-line-ID7HuqAb.html
Maserati,Ghibli,2022,Sedan,32 138 km,4,5,Alb,Benzina,1 995 cm3,330 CP,Automata,Spate,Euro 6,48 490,https://www.autovit.ro/autoturisme/anunt/maserati-ghibli-ver-gt-hybrid-ID7HHYvr.html
Mercedes-Benz,S,2014,Sedan,369 400 km,4,5,Negru,Diesel,2 987 cm3,258 CP,Automata,Spate,Euro 6,21 999,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-350-bluetec-d-7g-tronic-ID7HGTUG.html
Hyundai,IONIQ,2021,Masina de oras,55 000 km,5,5,Rosu,Hibrid Plug-In,1 580 cm3,141 CP,Automata,Fata,Euro 6,"19 795,60",https://www.autovit.ro/autoturisme/anunt/hyundai-ioniq-ver-plug-in-hybrid-1-6-141cp-exclusive-ID7HGw8k.html
Dacia,Logan,2017,Sedan,142 300 km,4,5,Alb,Benzina,998 cm3,73 CP,Manuala,Fata,Euro 6,"5 999,18",https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-1-0-sce-laureate-ID7HIRVd.html
BMW,X3,2022,SUV,127 000 km,5,5,Gri,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,44 770,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-aut-m-sport-edition-ID7HIRWW.html
Volkswagen,Passat,2015,Sedan,201 000 km,5,5,Albastru,Diesel,1 968 cm3,240 CP,Automata,4x4 (automat),Euro 6,13 499,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HI9HU.html
Toyota,Corolla,2019,Combi,155 818 km,5,5,Argint,Hibrid,1 798 cm3,122 CP,Automata,Fata,Euro 6d-Temp,16 940,https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ver-1-8-hybrid-touring-sports-business-edition-ID7HHa2g.html
Audi,A6,2011,Combi,269 352 km,5,5,Alb,Diesel,1 968 cm3,170 CP,Automata,Fata,Euro 5,7 990,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-2-0-tdi-dpf-multitronic-avant-ID7HHZfV.html
Nissan,Qashqai,2015,SUV,230 000 km,5,5,Alb,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5,8 499,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-5-dci-acenta-ID7HI9FE.html
Dacia,Duster,2014,SUV,216 000 km,5,5,Alb,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5,7 350,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-dci-4x2-laureate-ID7HIjoK.html
Mercedes-Benz,GLC,2021,SUV,68 099 km,5,5,Albastru,Diesel,1 950 cm3,163 CP,Automata,Spate,Euro 6d-Temp,37 490,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-200-d-ID7HHb8S.html
Volkswagen,Tiguan,2012,SUV,199 989 km,5,5,Alb,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 5,8 490,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-dpf-bluemotion-technology-exclusive-ID7HIIf9.html
Audi,A6,2017,Combi,198 647 km,5,5,Gri,Diesel,1 968 cm3,190 CP,Automata,Fata,Euro 6,14 550,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-2-0-tdi-ultra-dpf-s-tronic-ID7HIj0g.html
DS Automobiles,DS 7 Crossback,2021,SUV,106 950 km,5,5,Gri,Hibrid Plug-In,1 598 cm3,200 CP,Automata,4x4 (automat),Euro 6d-Temp,19 950,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds7-crossback-ver-ds7-1-6-phev-awd-300-eat8-performance-line-plus-ID7HxGB4.html
Skoda,Octavia,2012,Combi,183 000 km,5,5,Argint,Diesel,1 598 cm3,105 CP,Manuala,Fata,Euro 5,5 499,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ID7HI9DH.html
Mercedes-Benz,GLE,2022,SUV,81 700 km,5,5,Gri,Hibrid Plug-In,1 950 cm3,320 CP,Automata,4x4 (automat),Euro 6c,56 900,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ID7HIgQz.html
Hyundai,i30,2021,Compacta,173 700 km,5,5,Gri,Diesel,1 598 cm3,115 CP,Automata,Fata,Euro 6d-Temp,"13 726,89",https://www.autovit.ro/autoturisme/anunt/hyundai-i30-ver-1-6-crdi-dct-edition-30plus-ID7Hxw5D.html
Nissan,Qashqai,2016,SUV,189 000 km,5,5,Alb,Diesel,1 598 cm3,130 CP,Manuala,4x4 (manual),Euro 6,10 999,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-6-dci-all-mode-4x4i-n-connecta-ID7HHYwz.html
Mercedes-Benz,E,2024,Sedan,11 000 km,4,5,Alb,Benzina,1 999 cm3,204 CP,Automata,Spate,Euro 6,69 454,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-200-9g-tronic-edition-amg-line-ID7HIgA3.html
Renault,Megane,2019,Combi,203 000 km,5,5,Alb,Diesel,1 461 cm3,95 CP,Manuala,Fata,Euro 6,9 990,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-blue-dci-life-ID7HEKUZ.html
BMW,Seria 3,2020,Combi,122 300 km,5,5,Alb,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,"25 200,67",https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HvRcn.html
Skoda,Octavia,2021,Sedan,154 000 km,5,5,Albastru,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,16 990,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ID7HIj2r.html
Nissan,Qashqai,2011,SUV,194 888 km,5,7,Alb,Diesel,1 994 cm3,150 CP,Automata,4x4 (automat),Euro 5,7 990,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-2-0-dci-all-mode-4x4-aut-tekna-plus-ID7HIj7v.html
Seat,Ateca,2016,SUV,120 000 km,5,5,Negru,Diesel,1 968 cm3,190 CP,Automata,4x4 (manual),Euro 6,16 900,https://www.autovit.ro/autoturisme/anunt/seat-ateca-ver-2-0-tdi-4drive-dsg-xcellence-ID7HIRW1.html
BMW,X4,2023,SUV,24 000 km,5,5,Gri,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,54 450,https://www.autovit.ro/autoturisme/anunt/bmw-x4-ver-xdrive20d-aut-m-sport-edition-ID7HIRUm.html
Mercedes-Benz,GLC,2020,SUV,157 800 km,5,5,Negru,Hibrid Plug-In,1 950 cm3,306 CP,Automata,4x4 (automat),Euro 6,"35 989,03",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-300-de-4matic-9g-tronic-amg-line-plus-ID7HINDo.html
Mercedes-Benz,V,2020,Monovolum,137 150 km,4,7,Albastru,Diesel,1 950 cm3,190 CP,Automata,4x4 (automat),Euro 6,"42 999,77",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-v-ver-250-d-combi-lung-190-cp-rwd-9at-exclusive-ID7HAvbe.html
Kia,Ceed,2014,Combi,274 600 km,5,5,Negru,Benzina,1 591 cm3,135 CP,Manuala,Fata,Euro 5,5 499,https://www.autovit.ro/autoturisme/anunt/kia-ceed-ver-1-6-gdi-sw-vision-ID7HGVqj.html
Volkswagen,Tiguan,2009,SUV,219 600 km,5,5,Negru,Diesel,1 968 cm3,140 CP,Manuala,4x4 (automat),Euro 4,7 699,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4motion-sport-style-ID7HqTna.html
Mazda,MX-5,2011,Cabrio,121 000 km,2,2,Negru,Benzina,1 999 cm3,160 CP,Manuala,Spate,Euro 5,12 890,https://www.autovit.ro/autoturisme/anunt/mazda-mx-5-ver-2-0-mzr-sports-line-ID7HI72O.html
Audi,Q3,2013,SUV,157 963 km,5,5,Negru,Diesel,1 968 cm3,140 CP,Manuala,4x4 (automat),Euro 5,13 490,https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-2-0-tdi-quattro-ID7HHbEc.html
Mitsubishi,Outlander,2014,SUV,180 400 km,5,5,Gri,Hibrid Plug-In,1 998 cm3,121 CP,Automata,4x4 (manual),Euro 5,11 290,https://www.autovit.ro/autoturisme/anunt/mitsubishi-outlander-ver-2-0-4wd-plug-in-hybrid-plus-ID7HHEp5.html
Mazda,CX-3,2016,SUV,126 303 km,5,5,Albastru,Diesel,1 499 cm3,105 CP,Manuala,Fata,Euro 6,11 490,https://www.autovit.ro/autoturisme/anunt/mazda-cx-3-ver-skyactiv-d-105-fwd-exclusive-line-ID7HzSH6.html
BMW,Seria 1,2009,Compacta,153 000 km,5,5,Gri,Benzina,1 597 cm3,122 CP,Manuala,Spate,Euro 4,3 999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-116i-ID7HHblm.html
Audi,A5,2020,Sedan,130 000 km,5,5,Rosu,Diesel,1 968 cm3,163 CP,Automata,Fata,Euro 6b,"27 572,27",https://www.autovit.ro/autoturisme/anunt/audi-a5-ver-sportback-2-0-35-tdi-s-tronic-mhev-s-line-ID7HGTTN.html
Renault,Koleos,2018,SUV,190 331 km,5,5,Alte culori,Diesel,1 995 cm3,177 CP,Automata,4x4 (automat),Euro 6,17 250,https://www.autovit.ro/autoturisme/anunt/renault-koleos-ver-energy-dci-175-x-tronic-4wd-initiale-paris-ID7HErMA.html
Seat,Ateca,2017,SUV,203 089 km,5,5,Negru,Diesel,1 968 cm3,150 CP,Manuala,4x4 (automat),Euro 6,14 250,https://www.autovit.ro/autoturisme/anunt/seat-ateca-ver-2-0-tdi-xcellence-ID7HFH3E.html
Audi,A7,2019,Sedan,135 000 km,5,5,Negru,Benzina,2 995 cm3,340 CP,Automata,4x4 (automat),Euro 6,43 450,https://www.autovit.ro/autoturisme/anunt/audi-a7-ID7HI72w.html
Renault,Captur,2018,SUV,219 000 km,5,5,Albastru,Diesel,1 461 cm3,90 CP,Manuala,Fata,Euro 6,8 999,https://www.autovit.ro/autoturisme/anunt/renault-captur-ver-energy-dci-90-intens-ID7HHYXw.html
Mercedes-Benz,C,2022,Sedan,150 451 km,4,5,Albastru,Diesel,1 993 cm3,163 CP,Automata,Spate,Euro 6d,32 890,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-200-d-mhev-ID7HHdue.html
Volkswagen,Touareg,2023,SUV,80 151 km,5,5,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),Euro 6,48 600,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-elegance-ID7HClVM.html
Kia,Sportage,2022,SUV,151 000 km,5,5,Alb,Benzina,1 598 cm3,180 CP,Automata,4x4 (automat),Euro 6d,24 690,https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6-t-gdi-mhev-7dct-hp-4x4-gt-line-ID7HGTTQ.html
Ford,Kuga,2011,SUV,261 828 km,5,5,Negru,Diesel,1 997 cm3,140 CP,Manuala,Fata,Euro 5,7 250,https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-0-tdci-titanium-ID7HByoO.html
Volkswagen,Tiguan,2012,SUV,181 817 km,5,5,Gri,Benzina,1 390 cm3,160 CP,Manuala,Fata,Euro 5,9 250,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-1-4-tsi-bluemotion-technology-exclusive-ID7HGJRx.html
Audi,A4,2001,Combi,344 500 km,4,5,Negru,Benzina,1 984 cm3,130 CP,Automata,Fata,Euro 4,1 700,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7HIhku.html
Land Rover,Defender,2023,SUV,44 000 km,5,5,Negru,Diesel,2 996 cm3,249 CP,Automata,4x4 (automat),Euro 6d-Temp,"71 980,48",https://www.autovit.ro/autoturisme/anunt/land-rover-defender-ver-110-3-0d-250-mhev-hard-top-x-dynamic-se-ID7HHWY0.html
Audi,A4,2021,Combi,159 000 km,5,5,Bej,Diesel,1 968 cm3,163 CP,Automata,Fata,Euro 6b,20 570,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-35-tdi-s-tronic-mhev-advanced-ID7HIRxl.html
Audi,A6,2020,Combi,146 500 km,5,5,Argint,Diesel,1 968 cm3,204 CP,Automata,4x4 (automat),Euro 6,29 645,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-2-0-40-tdi-quattro-s-tronic-sport-ID7HIRyg.html
Toyota,RAV4,2019,SUV,182 800 km,5,5,Albastru,Benzina,1 987 cm3,175 CP,Automata,Fata,Euro 6,23 958,https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ID7HIRAJ.html
Volvo,XC 90,2020,SUV,178 200 km,5,5,Gri,Diesel,1 969 cm3,235 CP,Automata,4x4 (automat),Euro 6,33 150,https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ver-b5-d-awd-geartronic-inscription-ID7HGw2z.html
BMW,X1,2021,SUV,159 000 km,5,5,Negru,Hibrid Plug-In,1 499 cm3,220 CP,Automata,4x4 (automat),Euro 6,"19 998,88",https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-xdrive25e-sport-line-ID7HIj1R.html
Toyota,C-HR,2018,Compacta,228 500 km,5,5,Gri,Hibrid,1 798 cm3,122 CP,Automata,Fata,Euro 6,14 890,https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-ver-1-8-hsd-122-cp-4x2-cvt-c-ult-style-bi-tone-ID7HI70u.html
BMW,X7,2020,SUV,85 000 km,5,6,Alb,Diesel,2 993 cm3,340 CP,Automata,4x4 (automat),Euro 6,68 990,https://www.autovit.ro/autoturisme/anunt/bmw-x-7-ver-xdrive40d-ID7HHecx.html
Skoda,Kodiaq,2025,SUV,11 800 km,5,5,Galben/Auriu,Hibrid Plug-In,1 498 cm3,204 CP,Automata,Fata,Euro 6,"44 400,95",https://www.autovit.ro/autoturisme/anunt/skoda-kodiaq-ver-1-5-tsi-dsg-phev-sportline-ID7HGw6w.html
Mercedes-Benz,C,2023,Sedan,20 000 km,4,5,Alb,Benzina,1 496 cm3,204 CP,Automata,4x4 (automat),Euro 6,"49 110,27",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-200-4matic-9g-tronic-amg-line-ID7HEu5a.html
Ford,Mondeo,2017,Combi,154 092 km,5,5,Gri,Diesel,1 997 cm3,150 CP,Manuala,Fata,Euro 6,10 499,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-ver-turnier-2-0-tdci-start-stopp-trend-ID7HBCx5.html
Skoda,Superb,2010,Combi,307 000 km,5,5,Gri,Diesel,1 968 cm3,140 CP,Automata,Fata,Euro 5,4 500,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ver-combi-2-0-tdi-elegance-dsg-ID7HIRz1.html
Mercedes-Benz,A,2024,Compacta,13 723 km,5,5,Gri,Benzina,1 991 cm3,306 CP,Automata,4x4 (automat),Euro 6,54 450,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-amg-35-4matic-mhev-8g-dct-ID7HDBDO.html
