make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Volkswagen,ARTEON,2022,Sedan,150 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,"27 487,57",https://www.autovit.ro/autoturisme/anunt/volkswagen-arteon-ver-2-0-tdi-scr-dsg-elegance-ID7HHXjS.html
Mercedes-Benz,GLS,2025,SUV,9 982 km,5,7,Negru,Benzina,2 999 cm3,381 CP,Automata,4x4 (manual),Euro 6d-Temp,"114 799,96",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gls-ver-450-4matic-9g-tronic-amg-line-advanced-plus-ID7HGJPb.html
Mercedes-Benz,C,2021,Sedan,124 658 km,4,5,Negru,Benzina,1 496 cm3,204 CP,Automata,4x4 (automat),Euro 6,29 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-200-mhev-4matic-ID7HGJSi.html
Peugeot,308,2023,Combi,103 371 km,5,5,Negru,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,16 790,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-puretech-130-eat8-active-pack-ID7HGJRX.html
BMW,X7,2019,SUV,201 255 km,5,6,Albastru,Diesel,2 993 cm3,265 CP,Automata,4x4 (automat),Euro 6,45 500,https://www.autovit.ro/autoturisme/anunt/bmw-x-7-ID7HyEoo.html
Hyundai,Santa Fe,2022,SUV,96 700 km,5,5,Gri,Hibrid Plug-In,1 598 cm3,252 CP,Automata,4x4 (automat),Euro 6d-Temp,"33 988,90",https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ID7HG6uZ.html
Volkswagen,Tiguan,2020,SUV,70 079 km,5,5,Alb,Diesel,1 968 cm3,150 CP,Automata,4x4 (automat),Euro 6d-Temp,"25 990,80",https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4mot-dsg-highline-ID7HFgCy.html
Mercedes-Benz,Vito,2017,Monovolum,289 000 km,4,8,Negru,Diesel,2 143 cm3,190 CP,Automata,Spate,Euro 6,25 650,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-vito-ID7HITg6.html
BMW,X2,2019,SUV,158 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,19 980,https://www.autovit.ro/autoturisme/anunt/bmw-x2-ver-xdrive20d-at-m-sport-x-ID7HCmnn.html
Skoda,Fabia,2021,Combi,187 000 km,5,5,Alb,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6b,"8 445,80",https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ver-1-0-tsi-95-cp-style-ID7HJ5IF.html
Audi,Q3,2016,SUV,234 669 km,5,5,Alb,Diesel,1 968 cm3,150 CP,Automata,4x4 (automat),Euro 6,13 990,https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-2-0-tdi-quattro-stronic-ID7HJ5gL.html
BMW,Seria 2,2020,Coupe,216 000 km,4,5,Rosu,Benzina,1 499 cm3,140 CP,Automata,Fata,Euro 6b,20 980,https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ver-218i-gran-coupe-aut-m-sport-ID7HJ5Iw.html
Volvo,XC 60,2018,SUV,239 900 km,5,5,Gri,Diesel,1 969 cm3,190 CP,Automata,4x4 (automat),Euro 6,19 950,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ID7HENfs.html
Mercedes-Benz,GLC Coupe,2021,SUV,180 100 km,5,5,Albastru,Diesel,1 950 cm3,163 CP,Automata,4x4 (automat),Euro 6,33 999,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-coupe-ver-200-d-4matic-9g-tronic-amg-line-ID7HCA0N.html
Mercedes-Benz,C,2022,Sedan,49 000 km,5,5,Negru,Diesel,1 993 cm3,200 CP,Automata,Spate,Euro 6,33 450,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ID7HHG2t.html
BMW,Seria 5,2021,Sedan,227 700 km,4,5,Negru,Benzina,1 998 cm3,252 CP,Automata,Spate,Euro 6b,30 976,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-530i-aut-m-sport-edition-ID7HJ5IP.html
Mercedes-Benz,GLC,2016,SUV,137 000 km,5,5,Negru,Diesel,2 143 cm3,204 CP,Automata,4x4 (automat),Euro 6b,23 980,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-250-d-4matic-9g-tronic-amg-line-ID7HIg9l.html
Mercedes-Benz,E,2020,Sedan,137 600 km,4,5,Albastru,Hibrid Plug-In,1 950 cm3,306 CP,Automata,Spate,Euro 6,27 499,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-300-de-9g-tronic-ID7HEnUL.html
BMW,X2,2019,SUV,80 686 km,5,5,Alb,Benzina,1 499 cm3,140 CP,Automata,Fata,Euro 6,19 490,https://www.autovit.ro/autoturisme/anunt/bmw-x2-ver-sdrive18i-aut-ID7HHL8b.html
Mercedes-Benz,A,2014,Compacta,222 376 km,5,5,Gri,Diesel,1 461 cm3,109 CP,Automata,Fata,Euro 5,11 390,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-180-cdi-7g-dct-amg-line-ID7HJ5Zx.html
Volkswagen,Tiguan,2013,SUV,221 000 km,5,5,Alb,Diesel,1 968 cm3,177 CP,Automata,4x4 (automat),Euro 5,13 890,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-dpf-4motion-bluemotion-technology-dsg-sport-style-ID7HJ2VK.html
Opel,Grandland X,2018,SUV,211 000 km,5,5,Alb,Diesel,1 997 cm3,177 CP,Automata,Fata,Euro 6,12 999,https://www.autovit.ro/autoturisme/anunt/opel-grandland-x-ver-2-0-d-start-stop-automatik-ultimate-ID7HJ3NZ.html
BMW,X3,2021,SUV,120 000 km,5,5,Negru,Hibrid Plug-In,1 998 cm3,292 CP,Automata,4x4 (automat),Euro 6,27 950,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HJ2WZ.html
Renault,Megane,2019,Sedan,121 036 km,4,5,Gri,Benzina,1 332 cm3,140 CP,Manuala,Fata,Euro 6,11 450,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-tce-life-ID7HCCoB.html
Hyundai,ix35,2010,SUV,206 000 km,5,5,Gri,Diesel,1 995 cm3,184 CP,Automata,4x4 (manual),Euro 5,8 499,https://www.autovit.ro/autoturisme/anunt/hyundai-ix35-ver-2-0-crdi-high-4wd-gls-aut-luxury-ID7HGZ2d.html
Volvo,XC 60,2015,SUV,283 000 km,5,5,Alb,Diesel,1 969 cm3,150 CP,Manuala,Fata,Euro 6,11 999,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-d3-linje-inscription-ID7HH8Va.html
Volkswagen,Golf,2017,Combi,184 000 km,5,5,Gri,Diesel,1 968 cm3,184 CP,Automata,Fata,Euro 6,13 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-variant-gtd-bluemotion-technology-dsg-ID7HFk9G.html
BMW,X6,2021,SUV,131 200 km,5,5,Maro,Benzina,2 998 cm3,333 CP,Automata,4x4 (automat),Euro 6,"65 969,20",https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive40i-at-mhev-ID7HHVis.html
BMW,Seria 7,2017,Sedan,198 000 km,4,5,Negru,Benzina,4 395 cm3,450 CP,Automata,4x4 (automat),Euro 6,37 770,https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-750i-xdrive-ID7HITby.html
