make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
Mercedes-Benz,GLC,2025.0,SUV,13380.0,5.0,5.0,Verde,Benzina,1999.0,204.0,Automata,4x4 (automat),Euro 6,53899.45
Skoda,Octavia,2023.0,Compacta,32350.0,5.0,5.0,Gri,Benzina,1498.0,149.0,Manuala,Fata,Euro 6,21900.0
Audi,Q7,2021.0,SUV,158550.0,5.0,5.0,Gri,Hibrid Plug-In,2995.0,381.0,Automata,4x4 (automat),Euro 6,41987.0
BMW,Seria 3,2020.0,Combi,191752.0,5.0,5.0,Alb,Diesel,1995.0,190.0,Automata,Spate,Euro 6,19380.0
BMW,X3,2018.0,SUV,126000.0,5.0,5.0,Negru,Benzina,1998.0,252.0,Automata,4x4 (automat),Euro 6,28900.0
SsangYong,Korando,2022.0,SUV,130025.0,5.0,5.0,Gri,Benzina,1497.0,163.0,Automata,4x4 (automat),Euro 6,17500.0
BMW,Seria 4,2015.0,Sedan,262700.0,5.0,5.0,Gri,Diesel,2993.0,313.0,Automata,4x4 (manual),Euro 6,16999.0
Skoda,Octavia,2025.0,Sedan,393.0,5.0,5.0,Gri,Benzina,1498.0,150.0,Automata,Fata,Euro 6,32000.0
BMW,Seria 3,2013.0,Sedan,207870.0,2.0,5.0,Alb,Diesel,1995.0,183.0,Automata,Spate,Euro 6,12480.0
Skoda,Octavia,2010.0,Sedan,218000.0,5.0,5.0,Negru,Benzina,1390.0,80.0,Manuala,Fata,Euro 4,3999.0
Volvo,S90,2020.0,Sedan,166000.0,4.0,5.0,Argint,Diesel,1969.0,150.0,Automata,Fata,Euro 6,23232.0
Volkswagen,Tiguan,2017.0,SUV,221000.0,5.0,5.0,Alb,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,17490.0
Audi,Q2,2017.0,SUV,190000.0,5.0,5.0,Negru,Benzina,1395.0,150.0,Automata,Fata,Euro 6,15990.0
Mazda,CX-5,2016.0,SUV,225000.0,5.0,5.0,Maro,Diesel,2191.0,150.0,Manuala,Fata,Euro 6,9590.0
Jaguar,F-Pace,2017.0,SUV,239000.0,5.0,5.0,Negru,Diesel,1999.0,180.0,Automata,4x4 (automat),Euro 6,15300.0
BMW,Seria 4,2017.0,Coupe,235295.0,2.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,15990.0
Kia,Sportage,2018.0,SUV,122000.0,5.0,5.0,Albastru,Diesel,1598.0,136.0,Automata,4x4 (automat),Euro 6,17950.0
BMW,X4,2019.0,SUV,165564.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6d,28980.0
Volkswagen,Tiguan,2019.0,SUV,198000.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,19990.0
BMW,Seria 5,2016.0,Sedan,228785.0,4.0,5.0,Gri,Diesel,1995.0,218.0,Automata,Spate,Euro 6,16950.0
Ford,Focus,2012.0,Combi,281235.0,5.0,5.0,Negru,Diesel,1560.0,105.0,Manuala,Fata,Euro 5,3690.0
Dacia,Duster,2014.0,SUV,198500.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,8190.0
Toyota,RAV4,2020.0,SUV,96000.0,5.0,5.0,Gri,Hibrid,2487.0,228.0,Automata,4x4 (automat),Euro 6d,32670.0
Audi,Q2,2020.0,Masina de oras,181327.0,5.0,5.0,Negru,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,17250.0
Mercedes-Benz,A,2023.0,Sedan,25000.0,4.0,5.0,Gri,Hibrid Plug-In,1332.0,163.0,Automata,Fata,Euro 6d,38720.0
Peugeot,508,2021.0,Combi,134700.0,4.0,5.0,Negru,Hibrid Plug-In,1598.0,225.0,Automata,Fata,Euro 6d-Temp,16990.0
Volkswagen,Golf,2011.0,Combi,252157.0,5.0,5.0,Negru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,4850.0
Volvo,XC 60,2017.0,SUV,149000.0,5.0,5.0,Gri,Diesel,1969.0,190.0,Automata,4x4 (manual),Euro 6,23990.0
Skoda,Octavia,2022.0,Combi,212751.0,5.0,5.0,Alb,Diesel,1968.0,115.0,Manuala,Fata,Euro 6,14700.29
Volvo,XC 90,2019.0,SUV,121000.0,5.0,7.0,Albastru,Diesel,1969.0,235.0,Automata,4x4 (manual),Euro 6b,36999.0
Ford,F150,2023.0,SUV,35545.0,4.0,5.0,Gri,Hibrid,3496.0,437.0,Automata,4x4 (manual),Euro 6,78000.0
Mercedes-Benz,E,2023.0,Sedan,32479.0,4.0,5.0,Alb,Benzina,1999.0,204.0,Automata,Spate,Euro 6,48200.0
Peugeot,5008,2017.0,Monovolum,164000.0,5.0,7.0,Gri,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,13890.0
Renault,Megane,2013.0,Combi,245000.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6290.0
Opel,Corsa,2015.0,Masina de oras,155200.0,3.0,4.0,Maro,Benzina,1229.0,70.0,Manuala,Fata,Euro 5,3150.0
Dacia,Sandero Stepway,2020.0,Compacta,34623.0,5.0,5.0,Gri,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,8600.0
Volkswagen,Polo,2012.0,Masina de oras,153000.0,5.0,5.0,Gri,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,3950.0
Peugeot,207,2008.0,Masina mica,206700.0,5.0,5.0,Gri,Benzina,1397.0,95.0,Manuala,Fata,Euro 4,1500.0
Dacia,Lodgy,2016.0,Monovolum,179000.0,5.0,5.0,Alb,Benzina,1598.0,102.0,Manuala,Fata,Euro 6,6100.0
Nissan,Qashqai+2,2012.0,SUV,100000.0,5.0,5.0,Maro,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6990.0
Opel,Corsa,2018.0,Masina de oras,29000.0,5.0,5.0,Albastru,Benzina,1398.0,90.0,Manuala,Fata,Euro 5,8300.0
Volkswagen,Passat,2006.0,Combi,279300.0,5.0,5.0,Gri,Diesel,1968.0,140.0,Manuala,4x4 (manual),Euro 4,3000.0
Fiat,500,2016.0,Masina mica,39200.0,3.0,4.0,Alb,Benzina,1242.0,69.0,Automata,Fata,Euro 6,11000.0
Opel,Grandland X,2018.0,SUV,83500.0,5.0,5.0,Alb,Benzina,1199.0,130.0,Automata,Fata,Euro 6,11800.0
Ford,Puma,2023.0,SUV,9620.0,5.0,5.0,Gri,Benzina,999.0,125.0,Automata,Fata,Euro 6,19989.2
Nissan,Juke,2013.0,SUV,142000.0,5.0,5.0,Albastru,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,7999.0
Dacia,Duster,2021.0,SUV,138000.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,11999.0
Audi,A4,2008.0,Sedan,215319.0,4.0,5.0,Gri,Diesel,1968.0,143.0,Manuala,Fata,Euro 4,6100.0
Opel,Mokka,2015.0,SUV,212000.0,5.0,5.0,Gri,Diesel,1598.0,136.0,Manuala,4x4 (automat),Euro 6,8200.0
Porsche,Cayenne,2019.0,SUV,92000.0,5.0,5.0,Albastru,Benzina,2995.0,340.0,Automata,4x4 (automat),Euro 6,49300.0
Mercedes-Benz,GLE,2019.0,SUV,127000.0,5.0,5.0,Negru,Benzina,2999.0,367.0,Automata,4x4 (manual),Euro 6,49990.0
Mercedes-Benz,S Maybach,2017.0,Sedan,97600.0,4.0,4.0,Negru,Benzina,3982.0,410.0,Automata,4x4 (automat),Euro 6,110832.37
Toyota,C-HR,2017.0,SUV,135214.0,5.0,5.0,Negru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6d,17999.0
Opel,Astra,2021.0,Combi,127000.0,5.0,5.0,Alb,Diesel,1496.0,122.0,Automata,Fata,Euro 6c,9199.63
Mercedes-Benz,GLA,2018.0,SUV,87000.0,5.0,5.0,Alb,Benzina,1595.0,122.0,Automata,Fata,Euro 5,17000.0
Volkswagen,ARTEON,2019.0,Sedan,138457.0,5.0,5.0,Alb,Diesel,1968.0,190.0,Automata,Fata,Euro 6,23990.0
Opel,Corsa,2023.0,Masina de oras,43900.0,5.0,5.0,Alb,Benzina,1199.0,100.0,Manuala,Fata,Euro 6,14224.76
Maserati,Levante,2023.0,SUV,23850.0,5.0,5.0,Negru,Benzina,1995.0,330.0,Automata,4x4 (automat),Euro 6c,53000.0
Mercedes-Benz,S,2017.0,Sedan,162371.0,4.0,5.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,39999.0
Skoda,Octavia,2019.0,Masina de oras,38000.0,5.0,5.0,Albastru,Benzina,1395.0,149.0,Automata,Fata,Euro 6,16200.0
Dacia,Logan Stepway,2020.0,Masina mica,100570.0,5.0,5.0,Gri,Benzina,898.0,90.0,Manuala,Fata,Euro 6,8500.0
BMW,X3,2019.0,SUV,131000.0,5.0,5.0,Albastru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6d,25620.0
Mercedes-Benz,GLE,2017.0,SUV,192500.0,5.0,5.0,Alb,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,29500.0
Dacia,Sandero Stepway,2023.0,Masina de oras,68000.0,5.0,5.0,Gri,Benzina,999.0,90.0,Automata,Fata,Euro 6,13589.51
Nissan,Micra,2018.0,Masina de oras,95000.0,5.0,5.0,Negru,Benzina,898.0,90.0,Manuala,Fata,Euro 6,8999.0
BMW,Seria 5,2009.0,Sedan,262273.0,5.0,5.0,Negru,Diesel,1995.0,177.0,Automata,Spate,Euro 5,7290.0
Opel,Astra,2018.0,Combi,119800.0,5.0,5.0,Negru,Benzina,1399.0,125.0,Manuala,Fata,Euro 6b,8890.0
Renault,Kangoo,2018.0,Monovolum,144600.0,5.0,2.0,Alb,Diesel,1461.0,90.0,Manuala,Fata,Euro 6,6999.0
Skoda,Octavia,2021.0,Sedan,179990.0,5.0,5.0,Alb,Diesel,1968.0,115.0,Automata,Fata,Euro 6,15988.94
Audi,A4,2017.0,Sedan,148078.0,5.0,5.0,Negru,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,15999.0
BMW,X3,2020.0,SUV,150000.0,5.0,5.0,Negru,Diesel,2993.0,286.0,Automata,4x4 (manual),Euro 6,32900.0
Dacia,Sandero,2014.0,Compacta,150000.0,5.0,5.0,Galben/Auriu,Diesel,1461.0,75.0,Manuala,Fata,Euro 5,4490.0
Volvo,XC 60,2020.0,SUV,75800.0,5.0,5.0,Alb,Diesel,1969.0,197.0,Automata,Fata,Euro 6d,27270.0
Mercedes-Benz,GLE,2021.0,SUV,100200.0,5.0,5.0,Gri,Diesel,2925.0,272.0,Automata,4x4 (manual),Euro 6d,72600.0
Peugeot,301,2021.0,Sedan,78000.0,4.0,5.0,Gri,Diesel,1499.0,99.0,Manuala,Fata,Euro 6,7899.99
BMW,Seria 2,2019.0,Compacta,215000.0,5.0,7.0,Gri,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,13500.0
Ford,Focus,2021.0,Compacta,119150.0,5.0,5.0,Alb,Diesel,1499.0,120.0,Manuala,Fata,Euro 6,11689.81
Dacia,Duster,2019.0,SUV,127254.0,5.0,5.0,Maro,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,13450.0
Nissan,Qashqai,2014.0,SUV,208000.0,5.0,5.0,Negru,Diesel,1598.0,130.0,Automata,Fata,Euro 5,11150.0
Dacia,Duster,2010.0,SUV,150041.0,5.0,5.0,Negru,Benzina,1598.0,105.0,Manuala,4x4 (automat),Euro 5,6399.0
Opel,Astra,2008.0,Cabrio,161000.0,5.0,4.0,Negru,Benzina,1598.0,116.0,Manuala,Fata,Euro 4,2180.0
Toyota,RAV4,2021.0,SUV,167350.0,5.0,5.0,Gri,Hibrid,2487.0,222.0,Automata,4x4 (automat),Euro 6,24390.01
BMW,Seria 3,2010.0,Sedan,234265.0,4.0,5.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 5,6199.0
Mercedes-Benz,GLE,2017.0,SUV,124000.0,5.0,5.0,Alb,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,32989.44
Ford,Fiesta,2015.0,Masina de oras,192000.0,5.0,5.0,Rosu,Diesel,1498.0,95.0,Manuala,Fata,Euro 6,5350.0
Renault,Megane,2016.0,Sedan,52710.0,5.0,5.0,Gri,Benzina,1198.0,130.0,Manuala,Fata,Euro 6,9900.0
Volkswagen,Golf,2014.0,Combi,217000.0,5.0,5.0,Negru,Diesel,1968.0,140.0,Automata,Fata,Euro 6,8450.0
Mercedes-Benz,CLA,2017.0,Sedan,231000.0,4.0,5.0,Gri,Diesel,2143.0,136.0,Automata,Fata,Euro 6,15600.0
Volvo,S60,2012.0,Sedan,164500.0,4.0,5.0,Bej,Diesel,1560.0,115.0,Manuala,Fata,Euro 5,6990.0
SsangYong,Tivoli,2021.0,SUV,109000.0,5.0,5.0,Alb,Diesel,1597.0,136.0,Manuala,Fata,Euro 6,11997.15
Audi,A5,2012.0,Sedan,258000.0,5.0,5.0,Alb,Diesel,1968.0,177.0,Manuala,Fata,Euro 5,10990.0
Skoda,Fabia,2011.0,Combi,254000.0,5.0,5.0,Gri,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,3650.0
BMW,X3 M,2020.0,SUV,185485.0,5.0,5.0,Negru,Diesel,2993.0,326.0,Automata,4x4 (automat),Euro 6,34469.27
Toyota,Avensis,2007.0,Sedan,336284.0,4.0,5.0,Rosu,Benzina,1998.0,147.0,Manuala,Fata,Euro 4,1900.0
Peugeot,3008,2020.0,SUV,181000.0,5.0,5.0,Alb,Benzina,1199.0,130.0,Automata,Fata,Euro 6,14200.0
Renault,Clio,2020.0,Compacta,76283.0,5.0,5.0,Alb,Benzina,898.0,90.0,Manuala,Fata,Euro 6,9446.47
Dacia,Bigster,2024.0,SUV,14914.0,5.0,5.0,Gri,Hibrid,1199.0,130.0,Manuala,4x4 (manual),Euro 6,26950.0
Peugeot,301,2018.0,Sedan,97894.0,4.0,5.0,Alb,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,6200.0
Audi,A6 Allroad,2016.0,Combi,234000.0,5.0,5.0,Negru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,12790.0
Porsche,911,2025.0,Coupe,9000.0,2.0,2.0,Negru,Benzina,2981.0,394.0,Automata,Spate,Euro 6,136730.0
Opel,Astra,2020.0,Combi,123500.0,5.0,5.0,Rosu,Diesel,1496.0,122.0,Automata,Fata,Euro 6,9699.0
Volkswagen,Golf,2007.0,Compacta,431000.0,5.0,5.0,Gri,Diesel,1968.0,140.0,Manuala,Fata,Euro 4,2000.0
Cupra,Formentor,2022.0,SUV,55000.0,5.0,5.0,Gri,Benzina,1984.0,310.0,Automata,4x4 (automat),Euro 6d,26450.0
Dacia,Logan,2017.0,Sedan,322000.0,4.0,5.0,Alb,Diesel,1461.0,95.0,Manuala,Fata,Euro 6,4900.0
BMW,X3,2023.0,SUV,85000.0,5.0,5.0,Alb,Benzina,1998.0,252.0,Automata,4x4 (automat),Euro 6,37500.0
Volkswagen,Golf,2009.0,Compacta,213797.0,5.0,5.0,Gri,Benzina,1390.0,160.0,Manuala,Fata,Euro 5,4099.0
Nissan,Qashqai+2,2013.0,SUV,135887.0,5.0,7.0,Alb,Diesel,1598.0,130.0,Manuala,4x4 (automat),Euro 5,8900.0
Renault,Megane,2021.0,Compacta,177755.0,4.0,5.0,Negru,Diesel,1461.0,116.0,Manuala,Fata,Euro 6b,10899.99
Nissan,Navara,2008.0,SUV,242000.0,5.0,5.0,Negru,Diesel,2488.0,171.0,Manuala,4x4 (automat),Euro 4,8200.0
Volkswagen,Caravelle,2015.0,Monovolum,363000.0,5.0,9.0,Alb,Diesel,1968.0,114.0,Manuala,Fata,Euro 5,13300.0
Ford,Kuga,2018.0,SUV,79447.0,5.0,5.0,Albastru,Diesel,1498.0,120.0,Manuala,Fata,Euro 6,13500.0
Mercedes-Benz,G,2019.0,SUV,63000.0,5.0,5.0,Gri,Benzina,3982.0,422.0,Automata,4x4 (automat),Euro 6,105270.0
Skoda,Superb,2023.0,Combi,158423.0,5.0,5.0,Albastru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,20850.0
Volkswagen,Transporter,2017.0,Monovolum,264800.0,4.0,9.0,Gri,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,16890.0
Opel,Zafira,2011.0,Monovolum,266000.0,5.0,7.0,Argint,Diesel,1686.0,125.0,Manuala,Fata,Euro 5,4400.0
Ford,Fiesta,2020.0,Masina de oras,248000.0,5.0,5.0,Negru,Diesel,1498.0,85.0,Manuala,Fata,Euro 6,6800.0
Opel,Crossland,2017.0,SUV,132000.0,5.0,5.0,Alb,Benzina,1199.0,110.0,Manuala,Fata,Euro 5,7650.0
Volvo,V40,2016.0,Compacta,185000.0,5.0,5.0,Albastru,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,8900.0
Volkswagen,Golf,2013.0,Compacta,195000.0,5.0,5.0,Negru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,8999.0
Volvo,V40,2015.0,Compacta,181000.0,5.0,5.0,Alb,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,8490.0
Mazda,CX-3,2016.0,SUV,156200.0,5.0,5.0,Negru,Benzina,1998.0,150.0,Automata,4x4 (automat),Euro 6,13990.0
Mercedes-Benz,ML,2012.0,SUV,261700.0,5.0,5.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,12500.0
Dacia,Duster,2014.0,SUV,199000.0,5.0,5.0,Gri,Benzina + GPL,1598.0,105.0,Manuala,Fata,Euro 5,5999.0
Ford,Mondeo,2018.0,Sedan,157233.0,5.0,5.0,Gri,Diesel,1997.0,150.0,Automata,Fata,Euro 6b,14224.76
Volkswagen,Tiguan,2014.0,SUV,311222.0,5.0,5.0,Alb,Diesel,1968.0,170.0,Automata,4x4 (automat),Euro 5,11300.0
Ford,Edge,2016.0,SUV,143870.0,5.0,5.0,Rosu,Diesel,1997.0,210.0,Automata,4x4 (manual),Euro 5,15000.0
Kia,Sportage,2021.0,SUV,90688.0,5.0,5.0,Rosu,Diesel,1598.0,136.0,Automata,4x4 (automat),Euro 6,18500.0
Mitsubishi,ASX,2016.0,SUV,178000.0,5.0,5.0,Negru,Benzina,1590.0,117.0,Manuala,Fata,Euro 6,10900.0
BMW,X4,2019.0,SUV,73000.0,5.0,5.0,Gri,Diesel,1995.0,190.0,Automata,Fata,Euro 6,29990.0
Opel,Vivaro,2015.0,Monovolum,190000.0,4.0,9.0,Alb,Diesel,1598.0,125.0,Manuala,Fata,Euro 6,10300.0
Citroën,C4 Grand Space Tourer,2020.0,Monovolum,120000.0,5.0,7.0,Rosu,Diesel,1560.0,120.0,Automata,Fata,Euro 6,13450.0
BMW,Seria 7,2021.0,Sedan,104000.0,4.0,5.0,Alb,Diesel,2993.0,286.0,Automata,4x4 (manual),Euro 6,49990.0
Audi,Q7,2016.0,SUV,149000.0,5.0,7.0,Maro,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,28500.0
Renault,Megane,2018.0,Compacta,133000.0,5.0,5.0,Albastru,Benzina,1332.0,140.0,Manuala,Fata,Euro 6d-Temp,11500.0
Citroën,Jumper,2010.0,Monovolum,238000.0,4.0,9.0,Gri,Diesel,2198.0,120.0,Manuala,Fata,Euro 5,10400.0
Audi,A7,2012.0,Sedan,262822.0,5.0,5.0,Bej,Diesel,2967.0,313.0,Automata,4x4 (automat),Euro 5,16500.0
Mercedes-Benz,E,2024.0,Sedan,51000.0,4.0,5.0,Negru,Diesel,1993.0,197.0,Automata,Spate,Euro 6,53899.99
Volkswagen,Golf,2009.0,Compacta,350280.0,5.0,5.0,Negru,Diesel,1968.0,110.0,Manuala,Fata,Euro 5,3750.0
BMW,X5 M,2020.0,SUV,142000.0,5.0,5.0,Alb,Diesel,2993.0,400.0,Automata,4x4 (automat),Euro 6d-Temp,49900.0
Skoda,Octavia,2019.0,Combi,204353.0,5.0,5.0,Bej,Benzina,1498.0,150.0,Automata,Fata,Euro 6,12490.0
Volkswagen,Taigo,2025.0,SUV,13000.0,5.0,5.0,Gri,Benzina,999.0,110.0,Automata,Fata,Euro 6d,21650.0
Renault,Megane,2014.0,Compacta,270000.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,4999.0
Nissan,Qashqai,2015.0,SUV,172316.0,5.0,5.0,Maro,Diesel,1598.0,130.0,Automata,Fata,Euro 5,12290.0
Skoda,Octavia,2021.0,Compacta,129566.0,5.0,5.0,Gri,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,16700.0
BMW,X4 M,2018.0,SUV,99200.0,5.0,5.0,Alb,Diesel,2993.0,326.0,Automata,4x4 (automat),Euro 6,36200.0
Renault,Kadjar,2016.0,SUV,232000.0,5.0,5.0,Argint,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,11750.0
BMW,Seria 1,2010.0,Masina de oras,247452.0,5.0,5.0,Negru,Diesel,1995.0,204.0,Automata,Spate,Euro 5,6990.0
BMW,Seria 5,2009.0,Sedan,366600.0,5.0,5.0,Gri,Diesel,1995.0,177.0,Manuala,Spate,Euro 5,3999.0
Mercedes-Benz,A,2024.0,Compacta,10468.0,5.0,5.0,Argint,Benzina,1332.0,163.0,Automata,Fata,Euro 6,31900.0
Seat,Ateca,2017.0,SUV,212300.0,5.0,5.0,Gri,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,15990.0
Volkswagen,Tiguan,2014.0,SUV,208550.0,5.0,5.0,Alb,Diesel,1968.0,177.0,Automata,4x4 (automat),Euro 5,13370.0
Skoda,Octavia,2021.0,Combi,187000.0,5.0,5.0,Argint,Diesel,1968.0,149.0,Automata,Fata,Euro 6b,16250.0
Volkswagen,Polo,2023.0,Masina de oras,53230.0,5.0,5.0,Argint,Benzina,999.0,110.0,Automata,Fata,Euro 6,16490.0
Peugeot,3008,2017.0,SUV,170000.0,5.0,5.0,Negru,Benzina,1199.0,130.0,Automata,Fata,Euro 6,12950.0
Dacia,Duster,2018.0,SUV,188000.0,5.0,5.0,Albastru,Benzina,1199.0,125.0,Manuala,4x4 (manual),Euro 6,9690.0
Toyota,C-HR,2023.0,SUV,95500.0,5.0,5.0,Negru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,22400.0
Audi,A3,2011.0,Compacta,220000.0,5.0,5.0,Negru,Benzina,1390.0,125.0,Automata,Fata,Euro 5,6990.0
Peugeot,308,2019.0,Compacta,133990.0,5.0,5.0,Albastru,Benzina,1199.0,110.0,Manuala,Fata,Euro 6,7990.0
BMW,Seria 7,2019.0,Sedan,177260.0,4.0,5.0,Negru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,45780.35
Dacia,Duster,2019.0,SUV,141747.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,12390.0
Volkswagen,Tiguan,2012.0,SUV,223000.0,5.0,5.0,Maro,Diesel,1968.0,140.0,Manuala,4x4 (manual),Euro 5,10800.0
DS Automobiles,DS 7 Crossback,2019.0,SUV,158488.0,5.0,5.0,Rosu,Diesel,1998.0,180.0,Automata,Fata,Euro 6,19990.0
Mini,Cooper S,2021.0,Compacta,55000.0,3.0,4.0,Albastru,Benzina,1998.0,178.0,Automata,Fata,Euro 6d,23500.0
Audi,A5,2012.0,Coupe,296500.0,5.0,4.0,Gri,Diesel,1968.0,177.0,Automata,Fata,Euro 5,10499.0
Skoda,Octavia,2025.0,Sedan,4850.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,32499.39
Renault,Talisman,2020.0,Sedan,144500.0,4.0,5.0,Alb,Diesel,1997.0,200.0,Automata,Fata,Euro 6d-Temp,19000.0
Mercedes-Benz,C,2017.0,Sedan,242765.0,4.0,5.0,Negru,Diesel,2143.0,170.0,Automata,Spate,Euro 6,16990.0
Audi,Q5,2020.0,SUV,119000.0,5.0,5.0,Negru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,28800.0
Volvo,V40,2015.0,Compacta,330000.0,5.0,5.0,Alb,Diesel,1969.0,190.0,Manuala,Fata,Euro 5,5999.0
Audi,A3,2015.0,Compacta,230000.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,10490.0
Audi,Q3,2020.0,SUV,74000.0,5.0,5.0,Negru,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,29800.0
Seat,Leon,2021.0,Combi,148061.0,5.0,5.0,Rosu,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,13900.0
Toyota,Auris,2013.0,Combi,229000.0,5.0,5.0,Alb,Hibrid,1798.0,99.0,Automata,Fata,Euro 5b,9400.0
BMW,Seria 5,2021.0,Sedan,113320.0,4.0,5.0,Gri,Diesel,1995.0,150.0,Automata,Spate,Euro 6d,28499.13
BMW,X3,2024.0,SUV,5500.0,5.0,5.0,Gri,Benzina,1998.0,245.0,Automata,4x4 (automat),Euro 6,60379.0
Seat,Tarraco,2022.0,SUV,92838.0,5.0,7.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,26100.0
Audi,Q5,2016.0,SUV,266000.0,5.0,5.0,Alb,Diesel,1968.0,190.0,Automata,Fata,Euro 6,14600.0
Skoda,Kodiaq,2017.0,SUV,286000.0,5.0,5.0,Albastru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,15800.0
BMW,X1,2023.0,SUV,79500.0,5.0,5.0,Alb,Diesel,1995.0,150.0,Automata,Fata,Euro 6,32400.0
BMW,Seria 5,2019.0,Combi,112604.0,5.0,5.0,Albastru,Diesel,1995.0,190.0,Automata,Spate,Euro 6d,24500.0
Ford,Fiesta,2020.0,Masina de oras,86303.0,5.0,5.0,Alb,Benzina,998.0,95.0,Manuala,Fata,Euro 6,9400.0
Peugeot,3008,2021.0,SUV,122000.0,5.0,5.0,Rosu,Benzina,1199.0,130.0,Automata,Fata,Euro 6c,15990.0
Volkswagen,Polo,2011.0,Masina de oras,245000.0,5.0,5.0,Rosu,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,4990.0
Mercedes-Benz,CLA,2020.0,Sedan,53074.0,5.0,5.0,Galben/Auriu,Diesel,1461.0,116.0,Automata,Fata,Euro 6,29490.0
Volkswagen,Jetta,2011.0,Sedan,128854.0,4.0,5.0,Gri,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,7500.0
Ford,Focus,2015.0,Compacta,100700.0,5.0,5.0,Negru,Benzina,999.0,100.0,Manuala,Fata,Euro 6,7990.0
Volkswagen,Passat,2020.0,Combi,174698.0,5.0,5.0,Negru,Hibrid Plug-In,1498.0,204.0,Automata,Fata,Euro 6b,17690.0
Hyundai,Tucson,2016.0,SUV,175389.0,5.0,5.0,Maro,Diesel,1995.0,136.0,Manuala,Fata,Euro 6,14990.0
Peugeot,208,2020.0,Masina de oras,130586.0,5.0,5.0,Rosu,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,12690.0
Toyota,RAV4,2014.0,SUV,195000.0,5.0,5.0,Maro,Diesel,2231.0,150.0,Automata,4x4 (automat),Euro 5,15800.0
BMW,X6,2014.0,SUV,298000.0,5.0,5.0,Alb,Diesel,2993.0,258.0,Automata,4x4 (automat),Euro 5,16980.0
Skoda,Fabia,2012.0,Masina de oras,240000.0,5.0,5.0,Alb,Diesel,1598.0,90.0,Manuala,Fata,Euro 5,4490.0
BMW,Seria 3,2023.0,Combi,48000.0,4.0,5.0,Gri,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,28490.0
